href;language_num;sex;birth_place;native_language;other_languages;age_sex;age_of_english_onset;english_learning_method;english_residence;length_of_english_residence;age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1089;mandarin24;female;['shanghai,', 'china'];"mandarin
(cmn)";['none'];['21,', 'female', ''];10.0;academic;[''];0.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1125;mandarin25;female;['jiangsu,', 'china'];"mandarin
(cmn)";['german', ''];['28,', 'female', ''];13.0;academic;['usa'];0.8;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1141;mandarin26;female;['sichuan,', 'china'];"mandarin
(cmn)";['none'];['31,', 'female', ''];12.0;academic;['usa'];3.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1154;mandarin27;male;['sichuan,', 'china'];"mandarin
(cmn)";['none'];['18,', 'male', ''];15.0;academic;['usa'];3.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1447;mandarin28;male;['shanghai,', 'china'];"mandarin
(cmn)";['none'];['45,', 'male', ''];15.0;academic;['usa'];20.0;45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1490;mandarin29;male;['gansu,', 'china'];"mandarin
(cmn)";['none'];['24,', 'male', ''];4.0;academic;[''];0.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1491;mandarin30;male;['taipei,', 'taiwan'];"mandarin
(cmn)";['none'];['27,', 'male', ''];13.0;academic;['usa'];1.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1519;mandarin31;female;['zhejiang,', 'china'];"mandarin
(cmn)";['none'];['26,', 'female', ''];13.0;academic;['usa'];2.5;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1527;mandarin32;female;['taipei,', 'taiwan'];"mandarin
(cmn)";['japanese', ''];['23,', 'female', ''];12.0;academic;['usa'];2.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1541;mandarin33;male;['beijing,', 'china'];"mandarin
(cmn)";['french', ''];['25,', 'male', ''];6.0;naturalistic;['thailand,', 'australia,', 'usa'];20.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1578;mandarin34;female;['hebei,', 'china'];"mandarin
(cmn)";['japanese', ''];['31,', 'female', ''];13.0;academic;[''];0.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1579;mandarin35;female;['shandong,', 'china'];"mandarin
(cmn)";['japanese', ''];['27,', 'female', ''];12.0;academic;[''];0.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1580;mandarin36;female;['beijing,', 'china'];"mandarin
(cmn)";['none'];['32,', 'female', ''];10.0;academic;[''];0.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1581;mandarin37;female;['gu,', 'china'];"mandarin
(cmn)";['none'];['32,', 'female', ''];12.0;academic;[''];0.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1582;mandarin38;female;['hunan,', 'china'];"mandarin
(cmn)";['none'];['33,', 'female', ''];12.0;academic;['australia,', 'usa'];0.1;33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1583;mandarin39;female;['liaoning,', 'china'];"mandarin
(cmn)";['russian', ''];['24,', 'female', ''];12.0;academic;[''];0.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1614;mandarin40;male;['sichuan,', 'china'];"mandarin
(cmn)";['japanese', 'thai', ''];['28,', 'male', ''];12.0;academic;['singapore,', 'usa'];9.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1615;mandarin41;female;['jilin,', 'china'];"mandarin
(cmn)";['none'];['34,', 'female', ''];13.0;academic;[''];0.0;34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1616;mandarin42;female;['jilin,', 'china'];"mandarin
(cmn)";['none'];['47,', 'female', ''];16.0;academic;[''];0.0;47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1617;mandarin43;female;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['24,', 'female', ''];15.0;academic;[''];0.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1630;mandarin44;male;['zhejiang,', 'china'];"mandarin
(cmn)";['none'];['21,', 'male', ''];16.0;academic;['usa'];1.5;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1631;mandarin45;female;['beijing,', 'china'];"mandarin
(cmn)";['none'];['42,', 'female', ''];12.0;academic;['usa,', 'australia'];0.1;42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1636;mandarin46;female;['jilin,', 'china'];"mandarin
(cmn)";['arabic', ''];['43,', 'female', ''];9.0;academic;[''];0.0;43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1644;mandarin47;female;['beijing,', 'china'];"mandarin
(cmn)";['japanese', 'french', ''];['28,', 'female', ''];8.0;academic;[''];0.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1645;mandarin48;male;['henan,', 'china'];"mandarin
(cmn)";['none'];['37,', 'male', ''];12.0;academic;[''];0.0;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1736;mandarin49;male;['shanghai,', 'china'];"mandarin
(cmn)";['french', ''];['21,', 'male', ''];10.0;academic;['australia'];2.5;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1788;mandarin50;male;['hsinchu,', 'taiwan'];"mandarin
(cmn)";['taiwanese', ''];['25,', 'male', ''];9.0;academic;['usa'];0.2;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1792;mandarin51;male;['hebei,', 'china'];"mandarin
(cmn)";['none'];['25,', 'male', ''];10.0;academic;['usa'];2.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1793;mandarin52;female;['zhejiang,', 'china'];"mandarin
(cmn)";['japanese', ''];['26,', 'female', ''];6.0;academic;['usa'];1.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1817;mandarin53;female;['zhejiang,', 'china'];"mandarin
(cmn)";['none'];['38,', 'female', ''];13.0;academic;['usa'];15.0;38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1900;mandarin54;female;['sichuan,', 'china'];"mandarin
(cmn)";['japanese', ''];['25,', 'female', ''];10.0;academic;['usa'];5.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1909;mandarin55;female;['hunan,', 'china'];"mandarin
(cmn)";['japanese', 'spanish', ''];['25,', 'female', ''];13.0;academic;['usa'];1.5;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1910;mandarin56;female;['hebei,', 'china'];"mandarin
(cmn)";['korean', 'thai', ''];['26,', 'female', ''];11.0;academic;['usa'];0.7;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1990;mandarin57;male;['shanghai,', 'china'];"mandarin
(cmn)";['cantonese', ''];['20,', 'male', ''];12.0;academic;['uk'];0.2;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2000;mandarin58;male;['colorado,', 'usa'];"mandarin
(cmn)";['french', ''];['23,', 'male', ''];7.0;naturalistic;['usa'];16.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2019;mandarin59;female;['yunnan,', 'china'];"mandarin
(cmn)";['none'];['20,', 'female', ''];6.0;academic;['usa'];0.4;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2109;mandarin60;female;['guizhou,', 'china'];"mandarin
(cmn)";['cantonese', ''];['41,', 'female', ''];13.0;academic;['usa'];15.0;41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2116;mandarin61;female;['jiangxi,', 'china'];"mandarin
(cmn)";['cantonese', ''];['33,', 'female', ''];16.0;academic;['northern', 'mariana', 'islands'];17.0;33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2117;mandarin62;male;['shanghai,', 'china'];"mandarin
(cmn)";['spanish', ''];['24,', 'male', ''];7.0;academic;['usa'];5.5;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2119;mandarin63;male;['henan,', 'china'];"mandarin
(cmn)";['french', ''];['27,', 'male', ''];12.0;academic;['usa'];4.3;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2129;mandarin64;female;['fujian,', 'china'];"mandarin
(cmn)";['min', 'dong', ''];['24,', 'female', ''];10.0;academic;['usa'];5.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2173;mandarin65;female;['hebei,', 'china'];"mandarin
(cmn)";['french', ''];['20,', 'female', ''];5.0;academic;['usa'];1.7;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2252;mandarin66;female;['shanghai,', 'china'];"mandarin
(cmn)";['spanish', ''];['22,', 'female', ''];19.0;academic;['usa'];3.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2274;mandarin67;male;['nanjing,', 'china'];"mandarin
(cmn)";['none'];['23,', 'male', ''];13.0;academic;[''];0.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2281;mandarin68;male;['zhejiang,', 'china'];"mandarin
(cmn)";['none'];['23,', 'male', ''];10.0;academic;[''];0.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2282;mandarin69;male;['jiangsu,', 'china'];"mandarin
(cmn)";['german', ''];['22,', 'male', ''];12.0;academic;[''];0.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2291;mandarin70;female;['shanghai,', 'china'];"mandarin
(cmn)";['japanese', ''];['21,', 'female', ''];8.0;academic;['usa'];2.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2294;mandarin71;female;['sichuan,', 'china'];"mandarin
(cmn)";['french', ''];['20,', 'female', ''];6.0;academic;['usa'];0.2;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2306;mandarin72;female;['taichung,', 'taiwan'];"mandarin
(cmn)";['taiwanese', ''];['22,', 'female', ''];10.0;academic;['usa'];10.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2319;mandarin73;female;['sichuan,', 'china'];"mandarin
(cmn)";['none'];['27,', 'female', ''];10.0;academic;['usa'];10.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2323;mandarin74;male;['shenzhen,', 'china'];"mandarin
(cmn)";['none'];['19,', 'male', ''];13.0;naturalistic;['usa'];4.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2332;mandarin75;male;['taipei,', 'taiwan'];"mandarin
(cmn)";['taiwanese', ''];['20,', 'male', ''];13.0;naturalistic;['usa'];6.5;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2348;mandarin76;male;['henan,', 'china'];"mandarin
(cmn)";['none'];['29,', 'male', ''];12.0;academic;['usa'];5.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2355;mandarin77;female;['jiangsu,', 'china'];"mandarin
(cmn)";['german', ''];['20,', 'female', ''];8.0;academic;[''];0.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2360;mandarin78;female;['jiangxi,', 'china'];"mandarin
(cmn)";['japanese', 'korean', ''];['20,', 'female', ''];6.0;academic;[''];0.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2413;mandarin80;male;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['21,', 'male', ''];10.0;academic;['usa'];1.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2414;mandarin81;female;['jiangsu,', 'china'];"mandarin
(cmn)";['none'];['22,', 'female', ''];10.0;academic;['usa'];0.1;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2418;mandarin82;female;['wuhai,', 'china'];"mandarin
(cmn)";['none'];['23,', 'female', ''];13.0;academic;['usa'];0.1;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2419;mandarin83;female;['henan,', 'china'];"mandarin
(cmn)";['none'];['26,', 'female', ''];12.0;academic;['usa'];1.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2420;mandarin84;female;['henan,', 'china'];"mandarin
(cmn)";['none'];['24,', 'female', ''];10.0;academic;['usa'];1.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2421;mandarin85;female;['hunan,', 'china'];"mandarin
(cmn)";['none'];['23,', 'female', ''];10.0;academic;['usa'];1.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2423;mandarin86;female;['liaoning,', 'china'];"mandarin
(cmn)";['none'];['22,', 'female', ''];7.0;academic;['usa'];0.1;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2435;mandarin87;female;['gansu,', 'china'];"mandarin
(cmn)";['none'];['22,', 'female', ''];7.0;academic;['usa'];1.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2447;mandarin88;male;['anhui,', 'china'];"mandarin
(cmn)";['japanese', ''];['23,', 'male', ''];8.0;academic;[''];0.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2448;mandarin89;male;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['19,', 'male', ''];12.0;academic;['usa'];1.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2461;mandarin90;male;['sichuan,', 'china'];"mandarin
(cmn)";['none'];['27,', 'male', ''];8.0;academic;['usa'];0.8;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2463;mandarin91;male;['anhui,', 'china'];"mandarin
(cmn)";['none'];['22,', 'male', ''];13.0;academic;[''];0.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2469;mandarin92;female;['jiangsu,', 'china'];"mandarin
(cmn)";['none'];['23,', 'female', ''];10.0;academic;[''];0.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2474;mandarin93;female;['shanxi,', 'china'];"mandarin
(cmn)";['french', ''];['22,', 'female', ''];6.0;academic;['usa'];0.3;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2477;mandarin94;male;['mongolia,', 'china'];"mandarin
(cmn)";['none'];['23,', 'male', ''];8.0;academic;['usa'];0.3;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2483;mandarin95;female;['hubei,', 'china'];"mandarin
(cmn)";['arabic', ''];['29,', 'female', ''];11.0;academic;['usa'];2.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2494;mandarin96;female;['shandong,', 'china'];"mandarin
(cmn)";['none'];['27,', 'female', ''];9.0;academic;['usa'];5.4;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2523;mandarin97;female;['jiangxi,', 'china'];"mandarin
(cmn)";['none'];['28,', 'female', ''];11.0;academic;['hong', 'kong'];1.5;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2524;mandarin98;female;['jiangxi,', 'china'];"mandarin
(cmn)";['none'];['25,', 'female', ''];11.0;academic;['australia'];1.5;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2529;mandarin99;female;['jiangxi,', 'china'];"mandarin
(cmn)";['none'];['26,', 'female', ''];9.0;academic;['uk'];1.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2530;mandarin100;female;['hubei,', 'china'];"mandarin
(cmn)";['none'];['25,', 'female', ''];13.0;academic;[''];0.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2531;mandarin101;female;['jiangxi,', 'china'];"mandarin
(cmn)";['japanese', ''];['23,', 'female', ''];10.0;academic;[''];0.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2532;mandarin102;female;['hubei,', 'china'];"mandarin
(cmn)";['japanese', ''];['27,', 'female', ''];10.0;academic;[''];0.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2538;mandarin103;female;['sichuan,', 'china'];"mandarin
(cmn)";['french', ''];['27,', 'female', ''];12.0;academic;['usa'];1.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2539;mandarin104;female;['beijing,', 'china'];"mandarin
(cmn)";['none'];['29,', 'female', ''];7.0;academic;['usa'];2.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2540;mandarin105;female;['mongolia,', 'china'];"mandarin
(cmn)";['cantonese', 'korean', ''];['26,', 'female', ''];12.0;academic;['usa'];2.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2542;mandarin106;female;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['25,', 'female', ''];2.0;academic;['usa'];5.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2554;mandarin107;female;['shanxi,', 'china'];"mandarin
(cmn)";['cantonese', 'korean', 'japanese', ''];['26,', 'female', ''];8.0;academic;['australia'];1.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2557;mandarin108;female;['guangxi,', 'china'];"mandarin
(cmn)";['cantonese', ''];['26,', 'female', ''];14.0;academic;['australia'];5.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2559;mandarin109;female;['shanxi,', 'china'];"mandarin
(cmn)";['french', ''];['23,', 'female', ''];4.0;academic;['australia'];0.5;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2560;mandarin110;female;['liaoning,', 'china'];"mandarin
(cmn)";['french', 'german', 'ancient', 'greek', 'latin', ''];['24,', 'female', ''];7.0;academic;['australia'];2.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2562;mandarin111;female;['beijing,', 'china'];"mandarin
(cmn)";['none'];['23,', 'female', ''];6.0;academic;['australia'];0.2;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2564;mandarin112;male;['tianjin,', 'china'];"mandarin
(cnm)";['none'];['26,', 'male', ''];6.0;academic;['usa'];0.8;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2566;mandarin113;male;['mongolia,', 'china'];"mandarin
(cmn)";['none'];['29,', 'male', ''];10.0;academic;['usa'];0.8;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2599;mandarin114;female;['beijing,', 'china'];"mandarin
(cmn)";['none'];['19,', 'female', ''];13.0;academic;['usa'];6.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2675;mandarin115;male;['xinjiang,', 'china'];"mandarin
(cmn)";['latin', ''];['19,', 'male', ''];5.0;academic;[''];0.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2677;mandarin116;male;['mongolia,', 'china'];"mandarin
(cmn)";['mongolian', 'french', ''];['24,', 'male', ''];9.0;academic;['usa'];1.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2678;mandarin117;male;['jilin,', 'china'];"mandarin
(cmn)";['none'];['25,', 'male', ''];9.0;academic;['usa'];6.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2679;mandarin118;female;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['24,', 'female', ''];9.0;academic;['usa'];1.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2699;mandarin119;female;['jilin,', 'china'];"mandarin
(cmn)";['none'];['24,', 'female', ''];7.0;academic;['usa'];1.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2700;mandarin120;male;['hebei,', 'china'];"mandarin
(cmn)";['none'];['24,', 'male', ''];10.0;academic;['usa'];0.1;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2708;mandarin121;female;['anhui,', 'china'];"mandarin
(cmn)";['none'];['30,', 'female', ''];13.0;academic;['usa'];5.0;30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2711;mandarin122;male;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['26,', 'male', ''];6.0;academic;['usa'];1.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2714;mandarin123;male;['sichuan,', 'china'];"mandarin
(cmn)";['none'];['21,', 'male', ''];6.0;academic;['usa'];1.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2716;mandarin124;female;['chongqing,', 'china'];"mandarin
(cmn)";['none'];['33,', 'female', ''];13.0;academic;['usa'];3.2;33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2719;mandarin125;female;['jilin,', 'china'];"mandarin
(cmn)";['none'];['24,', 'female', ''];6.0;academic;['usa'];1.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2726;mandarin126;male;['shanxi,', 'china'];"mandarin
(cmn)";['italian', ''];['24,', 'male', ''];8.0;academic;['usa'];2.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2748;mandarin127;male;['liaoning,', 'china'];"mandarin
(cmn)";['cantonese', 'dutch', ''];['25,', 'male', ''];15.0;academic;['usa'];3.3;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2772;mandarin128;female;['zhejiang,', 'china'];"mandarin
(cmn)";['none'];['21,', 'female', ''];7.0;academic;['usa'];2.5;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2773;mandarin129;female;['henan,', 'china'];"mandarin
(cmn)";['none'];['22,', 'female', ''];12.0;academic;['usa'];0.3;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2798;mandarin130;female;['shandong,', 'china'];"mandarin
(cmn)";['none'];['22,', 'female', ''];7.0;academic;['usa'];6.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2836;mandarin131;male;['guangdong,', 'china'];"mandarin
(cmn)";['cantonese', ''];['20,', 'male', ''];6.0;academic;['usa'];0.8;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2837;mandarin132;female;['hubei,', 'china'];"mandarin
(cmn)";['none'];['21,', 'female', ''];2.0;academic;['usa'];5.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2876;mandarin133;female;['beijing,', 'china'];"mandarin
(cmn)";['none'];['26,', 'female', ''];10.0;academic;['usa'];3.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2877;mandarin134;male;['henan,', 'china'];"mandarin
(cmn)";['none'];['27,', 'male', ''];9.0;academic;['usa'];10.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2878;mandarin135;male;['hebei,', 'china'];"mandarin
(cmn)";['none'];['25,', 'male', ''];9.0;academic;['usa'];7.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2879;mandarin136;female;['liaoning,', 'china'];"mandarin
(cmn)";['none'];['20,', 'female', ''];10.0;academic;['usa'];2.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2880;mandarin137;female;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['20,', 'female', ''];10.0;academic;['usa'];1.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2881;mandarin138;female;['chongqing,', 'china'];"mandarin
(cmn)";['none'];['21,', 'female', ''];7.0;academic;['usa'];0.1;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2882;mandarin139;male;['yunnan,', 'china'];"mandarin
(cmn)";['none'];['23,', 'male', ''];14.0;academic;['usa'];3.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2883;mandarin140;male;['jiangsu,', 'china'];"mandarin
(cmn)";['none'];['22,', 'male', ''];7.0;academic;['usa'];0.2;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2884;mandarin141;female;['beijing,', 'china'];"mandarin
(cmn)";['none'];['21,', 'female', ''];6.0;academic;['usa'];1.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2885;mandarin142;female;['sichuan,', 'china'];"mandarin
(cmn)";['none'];['23,', 'female', ''];6.0;academic;['usa'];1.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2886;mandarin143;female;['anhui,', 'china'];"mandarin
(cmn)";['none'];['25,', 'female', ''];10.0;academic;['usa'];0.2;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2887;mandarin144;male;['anhui,', 'china'];"mandarin
(cmn)";['none'];['20,', 'male', ''];10.0;academic;['usa'];0.1;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2888;mandarin145;female;['shandong,', 'china'];"mandarin
(cmn)";['none'];['21,', 'female', ''];4.0;academic;['usa'];1.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2890;mandarin146;female;['shanxi,', 'china'];"mandarin
(cmn)";['none'];['24,', 'female', ''];6.0;academic;['usa'];2.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2891;mandarin147;female;['henan,', 'china'];"mandarin
(cmn)";['none'];['19,', 'female', ''];9.0;academic;['usa'];0.1;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2892;mandarin148;female;['henan,', 'china'];"mandarin
(cmn)";['none'];['19,', 'female', ''];6.0;academic;['usa'];0.1;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2893;mandarin149;female;['fujian,', 'china'];"mandarin
(cmn)";['none'];['19,', 'female', ''];6.0;academic;['usa'];0.1;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2936;mandarin150;female;['shanxi,', 'china'];"mandarin
(cmn)";['spanish', 'german', ''];['18,', 'female', ''];12.0;academic;['nigeria'];4.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2942;mandarin151;female;['jiangsu,', 'china'];"mandarin
(cmn)";['french', ''];['31,', 'female', ''];8.0;academic;[''];0.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2963;mandarin152;male;['taoyuan,', 'taiwan'];"mandarin
(cmn)";['taiwanese', ''];['26,', 'male', ''];18.0;academic;[''];0.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2970;mandarin153;male;['pingtung,', 'taiwan'];"mandarin
(cmn)";['taiwanese', ''];['22,', 'male', ''];6.0;academic;['usa'];0.2;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3005;mandarin155;female;['hebei,', 'china'];"mandarin
(cmn)";['none'];['51,', 'female', ''];9.0;academic;['usa'];23.0;51
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3006;mandarin156;female;['kaohsiung,', 'taiwan'];"mandarin
(cmn)";['taiwanese', ''];['37,', 'female', ''];12.0;academic;['usa'];1.0;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2712;minnan1;male;['guangdong,', 'china'];min;['mandarin', ''];['25,', 'male', ''];6.0;academic;['usa'];2.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2164;naxi1;female;['yunnan,', 'china'];"naxi
(nxq)";['tibetan', 'mandarin', ''];['24,', 'female', ''];12.0;academic;['usa'];1.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=363;taiwanese1;female;['tung,', 'taiwan'];"taiwanese
(nan)";['mandarin', ''];['36,', 'female', ''];13.0;academic;['uk,usa'];1.7;36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=364;taiwanese2;female;['taipei,', 'taiwan'];"taiwanese
(nan)";['mandarin', ''];['24,', 'female', ''];17.0;academic;['usa'];0.25;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=365;taiwanese3;female;['tainan,', 'taiwan'];"taiwanese
(nan)";['mandarin', ''];['30,', 'female', ''];13.0;academic;['usa'];0.7;30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=366;taiwanese4;female;['kao-hsiung,', 'taiwan'];"taiwanese
(nan)";['mandarin', ''];['45,', 'female', ''];21.0;naturalistic;['usa'];34.0;45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=481;taiwanese5;male;['tainan,', 'taiwan'];"taiwanese
(nan)";['mandarin', 'korean', ''];['27,', 'male', ''];15.0;naturalistic;['usa'];0.5;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=828;taiwanese6;female;['chung,', 'taiwan'];"taiwanese
(nan)";['mandarin', ''];['33,', 'female', ''];13.0;academic;['usa'];2.5;33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1864;taiwanese7;female;['taipei,', 'taiwan'];"taiwanese
(nan)";['cantonese', ''];['65,', 'female', ''];35.0;academic;['usa'];20.0;65
