speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
1417;haitiancreolefrench2;haitian creole french2;port-au-prince, haiti;haitian creole french;french;40;male;35;academic;usa;5;70;not selected;not selected;0;0
1418;haitiancreolefrench3;haitian creole french3;port-au-prince, haiti;haitian creole french;french;43;male;41;academic;usa;5;70;not selected;not selected;0;0
1419;haitiancreolefrench4;haitian creole french4;port-au-prince, haiti;haitian creole french;french spanish;21;male;21;academic;usa;0.7;70;not selected;not selected;0;0
1420;haitiancreolefrench5;haitian creole french5;port-au-prince, haiti;haitian creole french;french;54;female;51;academic;usa;5;70;not selected;not selected;0;0
1421;haitiancreolefrench6;haitian creole french6;ouanaminthe, haiti;haitian creole french;none;18;female;16;naturalistic;usa;1;70;not selected;not selected;0;0
1422;haitiancreolefrench7;haitian creole french7;port-au-prince, haiti;haitian creole french;spanish;33;male;8;academic;usa;23;70;not selected;not selected;0;0
1423;hakka1;hakka1;pei kang, taiwan;hakka;mandarin;72;female;13;academic;usa;48;71;not selected;not selected;0;0
1424;hakka2;hakka2;ganzhou, jiangxi, china;hakka;mandarin;19;female;11;academic;usa;1;71;not selected;not selected;0;0
1425;hakka3;hakka3;pingxiang, jiangxi, china;hakka;mandarin min yue;20;female;12;academic;;0;71;not selected;not selected;0;0
1426;hausa1;hausa1;kano, nigeria;hausa;arabic french;49;male;7;academic;nigeria, usa;28;72;Afro-Asiatic;Chadic;1;101
1427;hausa2;hausa2;bauchi, nigeria;hausa;none;46;male;10;academic;nigeria, usa;46;72;Afro-Asiatic;Chadic;1;101
1428;hausa3;hausa3;malumfashi, nigeria;hausa;none;47;female;6;academic;nigeria, usa;47;72;Afro-Asiatic;Chadic;1;101
1429;hausa4;hausa4;kano, nigeria;hausa;none;62;male;10;academic;nigeria, uk, usa;62;72;Afro-Asiatic;Chadic;1;101
1430;hausa5;hausa5;maine, niger;hausa;zarma fulani french;43;female;12;academic;niger, usa;13.5;72;Afro-Asiatic;Chadic;1;101
1431;hausa6;hausa6;kano, nigeria;hausa;none;48;male;6;academic;nigeria, usa;48;72;Afro-Asiatic;Chadic;1;101
1432;hausa7;hausa7;sokoto, nigeria;hausa;serbian;52;male;7;academic;nigeria, usa;52;72;Afro-Asiatic;Chadic;1;101
1433;hausa8;hausa8;katsina, nigeria;hausa;arabic fulani;30;male;7;academic;usa;4;72;Afro-Asiatic;Chadic;1;101
1434;hausa9;hausa9;kaltungo, gombe, nigeria;hausa;tangale;43;male;5;naturalistic;nigeria, uk, usa;43;72;Afro-Asiatic;Chadic;1;101
1435;hausa10;hausa10;kaduna, nigeria;hausa;fulani yoruba igbo;29;female;3;academic;;0;72;Afro-Asiatic;Chadic;1;101
1436;hawaii_creole_english1;hawaii creole english1;pepeekeo, hawaii, usa;hawaii creole english;none;73;male;5;academic;usa;64;73;not selected;not selected;0;0
1437;hawaii_creole_english2;hawaii creole english2;paia, hawaii, usa;hawaii creole english;chinese;69;female;4;naturalistic;usa;64;73;not selected;not selected;0;0
1438;hebrew1;hebrew1;yehud, israel;hebrew;none;23;male;10;academic;;0;74;Afro-Asiatic;Semitic;1;102
1439;hebrew2;hebrew2;jerusalem, israel;hebrew;none;24;male;10;academic;;0;74;Afro-Asiatic;Semitic;1;102
1440;hebrew3;hebrew3;haifa, israel;hebrew;none;33;male;8;academic;usa;1.5;74;Afro-Asiatic;Semitic;1;102
1441;hebrew4;hebrew4;haifa, israel;hebrew;spanish;20;female;9;academic;canada;0.5;74;Afro-Asiatic;Semitic;1;102
1442;hebrew5;hebrew5;netanya, israel;hebrew;none;23;male;10;academic;usa;3;74;Afro-Asiatic;Semitic;1;102
1443;hebrew6;hebrew6;rishon, israel;hebrew;french spanish german;33;female;9;academic;;0;74;Afro-Asiatic;Semitic;1;102
1444;hebrew7;hebrew7;jerusalem, israel;hebrew;none;52;male;12;naturalistic;usa;40;74;Afro-Asiatic;Semitic;1;102
1445;hebrew8;hebrew8;jerusalem, israel;hebrew;italian spanish french;28;male;7;naturalistic;;0;74;Afro-Asiatic;Semitic;1;102
1446;hebrew9;hebrew9;petah-tiqwa, israel;hebrew;none;23;male;4;naturalistic;usa;22;74;Afro-Asiatic;Semitic;1;102
1447;hebrew10;hebrew10;tel aviv, israel;hebrew;german;52;female;10;academic;uk, usa;22;74;Afro-Asiatic;Semitic;1;102
1448;hebrew11;hebrew11;jerusalem, israel;hebrew;spanish;26;female;9;academic;usa;0.9;74;Afro-Asiatic;Semitic;1;102
1449;hiligaynon1;hiligaynon1;bago city, philippines;hiligaynon;tagalog german visayan spanish;53;female;7;academic;usa;12;75;not selected;not selected;0;0
1450;hiligaynon2;hiligaynon2;koronadal, philippines;hiligaynon;cebuano tagalog;26;female;5;academic;us, australia;1.3;75;not selected;not selected;0;0
1451;hindi1;hindi1;nagpur, maharashtra, india;hindi;marathi punjabi;27;male;2;academic;uk,usa;3.5;76;Indo-European;Indo-Iranian;5;505
1452;hindi2;hindi2;hyderabad, india;hindi;french;31;male;3;academic;usa, canada;8;76;Indo-European;Indo-Iranian;5;505
1453;hindi3;hindi3;jalandhar, india;hindi;punjabi urdu;42;male;5;academic;usa;25;76;Indo-European;Indo-Iranian;5;505
1454;hindi4;hindi4;bhilwara, rajisthan, india;hindi;rajasthani gujarati punjabi tamil telugu;28;female;14;academic;usa;2;76;Indo-European;Indo-Iranian;5;505
1455;hindi5;hindi5;hubballi, karnataka, india;hindi;sanskrit pali;64;female;10;academic;usa;40;76;Indo-European;Indo-Iranian;5;505
1456;hindi6;hindi6;new delhi, india;hindi;punjabi;27;female;4;academic;usa;1;76;Indo-European;Indo-Iranian;5;505
1457;hindi7;hindi7;allahabad, utter pardesh, india;hindi;bengali urdu;60;female;5;academic;usa;30;76;Indo-European;Indo-Iranian;5;505
1458;hindi8;hindi8;imphal, india;hindi;punjabi;19;male;8;academic;usa;0.75;76;Indo-European;Indo-Iranian;5;505
1459;hindi9;hindi9;durgapur, west bengal, india;hindi;bengali;31;male;4;academic;usa;8;76;Indo-European;Indo-Iranian;5;505
1460;hindi10;hindi10;new delhi, india;hindi;french;19;female;10.5;naturalistic;usa;8;76;Indo-European;Indo-Iranian;5;505
1461;hindi11;hindi11;chandigarh, india;hindi;punjabi;20;male;4;academic;usa;7;76;Indo-European;Indo-Iranian;5;505
1462;hindi12;hindi12;allahabad, india;hindi;none;25;female;4;academic;usa;4;76;Indo-European;Indo-Iranian;5;505
1463;hindi13;hindi13;jaipur, india;hindi;rajasthani garhwali;43;female;13;academic;usa;0.1;76;Indo-European;Indo-Iranian;5;505
1464;hindi14;hindi14;new delhi, india;hindi;none;53;male;12;academic;usa;25;76;Indo-European;Indo-Iranian;5;505
1465;hindi15;hindi15;new delhi, india;hindi;german;23;female;1;naturalistic;usa;1;76;Indo-European;Indo-Iranian;5;505
1466;hindi16;hindi16;new delhi, india;hindi;russian;25;male;5;academic;usa;4;76;Indo-European;Indo-Iranian;5;505
1467;hindi17;hindi17;new delhi, india;hindi;none;47;female;3;academic;usa;24;76;Indo-European;Indo-Iranian;5;505
1468;hindi18;hindi18;new delhi, india;hindi;punjabi gujarati sanskrit;21;female;5;academic;usa;0.4;76;Indo-European;Indo-Iranian;5;505
1469;hindi19;hindi19;irving, texas, usa;hindi;german japanese latin old english;19;male;0;naturalistic;usa;19;76;Indo-European;Indo-Iranian;5;505
1470;hindi20;hindi20;hazaribagh, jharkhand, india;hindi;punjabi kannada;27;male;4;academic;usa;0.1;76;Indo-European;Indo-Iranian;5;505
1471;hindi21;hindi21;faridabad, haryana, india;hindi;none;26;male;4;academic;usa;1;76;Indo-European;Indo-Iranian;5;505
1472;hindi22;hindi22;meerut, uttar pradesh, india;hindi;none;28;male;5;academic;usa;1;76;Indo-European;Indo-Iranian;5;505
1473;hindi23;hindi23;raj nagar, rajasthan, india;hindi;marathi gujarati;25;male;3;academic;usa;0.3;76;Indo-European;Indo-Iranian;5;505
1474;hindi24;hindi24;jamshedpur, jharkhand, india;hindi;none;23;female;2;naturalistic;usa;0.5;76;Indo-European;Indo-Iranian;5;505
1475;hindi25;hindi25;pune, maharashtra, india;hindi;marathi;24;male;6;academic;usa;1;76;Indo-European;Indo-Iranian;5;505
1476;hindi26;hindi26;kolkata, west bengal, india;hindi;bengali punjabi;25;male;6;academic;usa;0.6;76;Indo-European;Indo-Iranian;5;505
1477;hindi27;hindi27;surat, gujarat, india;hindi;gujarati french marwari;22;male;5;academic;usa;0.3;76;Indo-European;Indo-Iranian;5;505
1478;hindi28;hindi28;patna, india;hindi;none;21;male;5;academic;;0;76;Indo-European;Indo-Iranian;5;505
1479;hindi29;hindi29;chennai, tamil nadu, india;hindi;telugu kannada gujarati;24;male;3;academic;usa;0.5;76;Indo-European;Indo-Iranian;5;505
1480;hindi30;hindi30;ludhiana, india;hindi;urdu punjabi;37;female;5;academic;usa;2.5;76;Indo-European;Indo-Iranian;5;505
1481;hindi31;hindi31;rajkot, gujarat, india;hindi;gujarati;36;female;5;academic;usa;13;76;Indo-European;Indo-Iranian;5;505
1482;hindi32;hindi32;new delhi, india;hindi;none;27;female;9;academic;usa;1;76;Indo-European;Indo-Iranian;5;505
1483;hindi33;hindi33;hyderabad, india;hindi;telugu arabic french greek sanskrit;44;female;6;naturalistic;uk, canada, usa;30;76;Indo-European;Indo-Iranian;5;505
1484;hindi34;hindi34;pune, india;hindi;tamil marathi;29;male;5;academic;;0;76;Indo-European;Indo-Iranian;5;505
1485;hindko1;hindko1;ghazi, pakistan;hindko;urdu panjabi;62;male;6;academic;usa;36;77;not selected;not selected;0;0
1486;hmong1;hmong1;louangphabang, laos;hmong;thai lao french;35;male;7;academic;usa;28;78;not selected;not selected;0;0
1487;hmong2;hmong2;long tieng, laos;hmong;lao french;47;male;11.5;academic;usa;36;78;not selected;not selected;0;0
1488;homesign1;home sign1;bombay, maharashtra, india;home sign;american sign language;40;male;5;academic;usa;20;79;not selected;not selected;0;0
1489;hungarian1;hungarian1;cegled, hungary;hungarian;none;22.5;female;20;academic;uk,usa;1.5;80;Uralic;Uralic;14;1402
1490;hungarian2;hungarian2;clug, romania;hungarian;romanian german;22;female;8;academic;usa;1;80;Uralic;Uralic;14;1402
1491;hungarian3;hungarian3;brasov, romania;hungarian;romanian;34;male;8;academic;usa;5;80;Uralic;Uralic;14;1402
1492;hungarian4;hungarian4;szeged, hungary;hungarian;german french spanish;26;male;5;academic;usa;6;80;Uralic;Uralic;14;1402
1493;hungarian5;hungarian5;budapest, hungary;hungarian;french;29;female;27;academic;usa;2;80;Uralic;Uralic;14;1402
1494;hungarian6;hungarian6;budapest, hungary;hungarian;russian french german;38;female;14;academic;usa,uk;7;80;Uralic;Uralic;14;1402
1495;hungarian7;hungarian7;budapest, hungary;hungarian;german;57;female;17;naturalistic;usa;40;80;Uralic;Uralic;14;1402
1496;hungarian8;hungarian8;pinkoc, hungary;hungarian;none;86;female;86;naturalistic;;0;80;Uralic;Uralic;14;1402
1497;hungarian9;hungarian9;budapest, hungary;hungarian;spanish german french;73;male;15;academic;usa;58;80;Uralic;Uralic;14;1402
1498;hungarian10;hungarian10;szeged, hungary;hungarian;italian;68;female;40;academic;usa;35;80;Uralic;Uralic;14;1402
1499;hungarian11;hungarian11;tolcsva, borsod, hungary;hungarian;none;58;female;14;academic;usa, uk;2;80;Uralic;Uralic;14;1402
1500;hungarian12;hungarian12;szeged, hungary;hungarian;spanish;22;female;10;academic;;0;80;Uralic;Uralic;14;1402
1501;hungarian13;hungarian13;miskolc, hungary;hungarian;german;27;female;10;academic;;0;80;Uralic;Uralic;14;1402
1502;ibibio1;ibibio1;uyo, akwa ibom, nigeria;ibibio;none;52;male;3;naturalistic;nigeria, uk, usa;52;81;not selected;not selected;0;0
1503;ibibio2;ibibio2;abak, akwa ibom, nigeria;ibibio;none;45;female;4;naturalistic;nigeria, uk, usa;45;81;not selected;not selected;0;0
1504;ibibio3;ibibio3;lagos, nigeria;ibibio;yoruba;36;male;6;academic;usa;13;81;not selected;not selected;0;0
1505;icelandic1;icelandic1;reykjavik, iceland;icelandic;danish german;21;male;11;academic;;0;82;not selected;not selected;0;0
1506;icelandic2;icelandic2;akranes, iceland;icelandic;danish german french latin;43;female;12;academic;usa;5;82;not selected;not selected;0;0
1507;icelandic3;icelandic3;reykjavik, iceland;icelandic;spanish danish;36;female;20;naturalistic;usa;7;82;not selected;not selected;0;0
1508;ife1;ife1;lome, togo;ife;french spanish;30;male;12;academic;usa;13;83;not selected;not selected;0;0
1509;igbo1;igbo1;imo state, imo state, nigeria;igbo;none;23;female;12;academic;usa;0.4;84;not selected;not selected;0;0
1510;igbo2;igbo2;kafanchan, nigeria;igbo;none;65;male;14;academic;uk;7;84;not selected;not selected;0;0
1511;igbo3;igbo3;lagos, nigeria;igbo;yoruba efik;35;male;5;academic;nigeria, usa;35;84;not selected;not selected;0;0
1512;igbo4;igbo4;onitsha, nigeria;igbo;spanish;22;male;6;naturalistic;usa;17;84;not selected;not selected;0;0
1513;indonesian1;indonesian1;jakarta, indonesia;indonesian;none;31;male;13;academic;usa;11;85;Austronesian;Malayo-Polynesian;3;301
1514;indonesian2;indonesian2;jakarta, indonesia;indonesian;dutch german swedish;18;male;13;academic;canada;2.5;85;Austronesian;Malayo-Polynesian;3;301
1515;indonesian3;indonesian3;jakarta, indonesia;indonesian;none;32;female;13;academic;usa;0.6;85;Austronesian;Malayo-Polynesian;3;301
1516;indonesian4;indonesian4;jakarta, indonesia;indonesian;javanese sundanese spanish mandarin japanese;30;female;10;academic;usa;6.5;85;Austronesian;Malayo-Polynesian;3;301
1517;indonesian5;indonesian5;jakarta, indonesia;indonesian;malay;29;male;7;academic;new zealand, usa;5;85;Austronesian;Malayo-Polynesian;3;301
1518;indonesian6;indonesian6;jakarta, indonesia;indonesian;javanese;20;male;8;academic;usa;2.5;85;Austronesian;Malayo-Polynesian;3;301
1519;indonesian7;indonesian7;kediri, java, indonesia;indonesian;tagalog arabic malay;45;female;12;academic;usa;8;85;Austronesian;Malayo-Polynesian;3;301
1520;indonesian8;indonesian8;jakarta, indonesia;indonesian;spanish;32;male;14;academic;singapore, usa;9.5;85;Austronesian;Malayo-Polynesian;3;301
1521;indonesian9;indonesian9;sumatera, indonesia;indonesian;none;35;male;9;academic;usa;23;85;Austronesian;Malayo-Polynesian;3;301
1522;indonesian10;indonesian10;banda aceh, indonesia;indonesian;arabic aceh;25;female;12;academic;australia;0.8;85;Austronesian;Malayo-Polynesian;3;301
1523;indonesian11;indonesian11;ambon, indonesia;indonesian;japanese malay;26;male;9;naturalistic;australia;1.2;85;Austronesian;Malayo-Polynesian;3;301
1524;indonesian12;indonesian12;kupang, indonesia;indonesian;hawu;28;male;9;naturalistic;australia;0.9;85;Austronesian;Malayo-Polynesian;3;301
1525;indonesian13;indonesian13;jakarta, indonesia;indonesian;spanish german;48;female;10;academic;singapore, usa;12;85;Austronesian;Malayo-Polynesian;3;301
1526;indonesian14;indonesian14;jakarta, indonesian;indonesian;none;29;female;13;academic;;0;85;Austronesian;Malayo-Polynesian;3;301
1527;irish1;irish1;dublin, ireland;irish;german french spanish serbian;28;male;3;naturalistic;ireland, usa;28;86;not selected;not selected;0;0
1528;italian1;italian1;carbonia, italy;italian;french;29;female;22;academic;usa;3.5;87;Indo-European;Italic;5;506
1529;italian2;italian2;caltanissetta, sicily, italy;italian;latin french spanish;46;male;18;academic;usa;0.3;87;Indo-European;Italic;5;506
1530;italian3;italian3;florence, italy;italian;french japanese;55;male;21;academic;usa;34;87;Indo-European;Italic;5;506
1531;italian4;italian4;cremona, italy;italian;none;47;female;11;academic;usa;0.2;87;Indo-European;Italic;5;506
1532;italian5;italian5;vicenza, veneto, italy;italian;spanish;52;male;25;academic;usa;3.5;87;Indo-European;Italic;5;506
1533;italian6;italian6;naples, italy;italian;german;32;female;15;academic;;0;87;Indo-European;Italic;5;506
1534;italian7;italian7;naples, italy;italian;none;24;male;8;academic;usa;0.1;87;Indo-European;Italic;5;506
1535;italian8;italian8;bari, italy;italian;french;43;male;10;academic;usa;0.1;87;Indo-European;Italic;5;506
1536;italian9;italian9;turin, italy;italian;french;18;male;8;academic;usa;0.1;87;Indo-European;Italic;5;506
1537;italian10;italian10;palermo, italy;italian;spanish portuguese french;48;male;12;academic;usa;25;87;Indo-European;Italic;5;506
1538;italian11;italian11;cagliari, italy;italian;spanish;30;male;18;academic;uk;0.25;87;Indo-European;Italic;5;506
1539;italian12;italian12;bellinzona, switzerland;italian;french portuguese swiss german;38;female;14;academic;zimbabwe, usa;6.5;87;Indo-European;Italic;5;506
1540;italian13;italian13;enna, italy;italian;sicilian;20;male;8;academic;;0;87;Indo-European;Italic;5;506
1541;italian14;italian14;cosenza, italy;italian;french;20;male;8;academic;uk;0.1;87;Indo-European;Italic;5;506
1542;italian15;italian15;forli, italy;italian;french;48;male;15;academic;uk;6;87;Indo-European;Italic;5;506
1543;italian16;italian16;mantua, italy;italian;german french;40;male;14;academic;usa;9;87;Indo-European;Italic;5;506
1544;italian17;italian17;turin, italy;italian;french spanish;28;male;14;naturalistic;usa;3;87;Indo-European;Italic;5;506
1545;italian18;italian18;grugliasco, italy;italian;french;20;male;8;academic;uk;1;87;Indo-European;Italic;5;506
1546;italian19;italian19;rome, italy;italian;french;19;male;11;academic;;0;87;Indo-European;Italic;5;506
1547;italian20;italian20;naples, italy;italian;none;32;male;15;academic;usa;15.5;87;Indo-European;Italic;5;506
1548;italian21;italian21;trento, italy;italian;french;42;male;20;academic;usa, australia;12;87;Indo-European;Italic;5;506
1549;italian22;italian22;teramo, italy;italian;german;23;male;6;academic;;0;87;Indo-European;Italic;5;506
1550;italian23;italian23;cuneo, italy;italian;piemontese french spanish;34;female;14;academic;usa;10;87;Indo-European;Italic;5;506
1551;italian25;italian25;wiesbaden, germany;italian;german french;40;male;3.5;naturalistic;usa;27;87;Indo-European;Italic;5;506
1552;italian24;italian24;milan, italy;italian;spanish;23;female;6;academic;;0;87;Indo-European;Italic;5;506
1553;italian26;italian26;siracusa, sicily, italy;italian;french spanish arabic;49;male;11;academic;;0;87;Indo-European;Italic;5;506
1554;italian27;italian27;milan, italy;italian;none;33;female;10;academic;uk;0.2;87;Indo-European;Italic;5;506
1555;italian28;italian28;rome, italy;italian;french;25;male;6;academic;;0;87;Indo-European;Italic;5;506
1556;italian29;italian29;trieste, italy;italian;none;21;female;8;academic;usa;0.2;87;Indo-European;Italic;5;506
1557;italian30;italian30;bologna, italy;italian;none;23;male;11;academic;;0;87;Indo-European;Italic;5;506
1558;italian31;italian31;naples, italy;italian;spanish;59;female;23;academic;usa;36;87;Indo-European;Italic;5;506
1559;italian32;italian32;sardinia, italy;italian;french;49;male;14;academic;usa;24;87;Indo-European;Italic;5;506
1560;italian33;italian33;bitonto, italy;italian;portuguese;78;female;50;academic;usa;36;87;Indo-European;Italic;5;506
1561;italian35;italian35;alessandria, italy;italian;french swedish;22;male;5;academic;usa;0.1;87;Indo-European;Italic;5;506
1562;italian36;italian36;naples, italy;italian;none;61;female;13;naturalistic;usa;48;87;Indo-European;Italic;5;506
1563;italian37;italian37;rome, italy;italian;none;24;male;6;academic;uk;0.1;87;Indo-European;Italic;5;506
1564;italian38;italian38;milan, italy;italian;none;26;male;8;academic;usa;1;87;Indo-European;Italic;5;506
1565;italian39;italian39;cuggiono, italy;italian;swedish spanish norwegian danish french;47;female;11;academic;;0;87;Indo-European;Italic;5;506
1566;italian34;italian34;vicenza, italy;italian;french;46;female;11;academic;uk;0.1;87;Indo-European;Italic;5;506
1567;jamaican_creole_english1;jamaican creole english1;cave valley, jamaica;jamaican creole english;none;69;male;7;naturalistic;jamaica, usa;69;88;not selected;not selected;0;0
1568;jamaican_creole_english2;jamaican creole english2;kingston, jamaica;jamaican creole english;spanish;21;male;6;academic;jamaica, usa, virgin islands;21;88;not selected;not selected;0;0
1569;jamaican_creole_english3;jamaican creole english3;montego bay, jamaica;jamaican creole english;none;19;female;3;naturalistic;jamaica, usa;19;88;not selected;not selected;0;0
1570;jamaican_creole_english4;jamaican creole english4;kingston, jamaica;jamaican creole english;none;37;male;3;naturalistic;jamaica, usa;37;88;not selected;not selected;0;0
1571;japanese1;japanese1;tokyo, japan;japanese;sign language;25;female;12;academic;usa;2;89;Japonic;Japonic;6;601
1572;japanese2;japanese2;tokyo, japan;japanese;none;27;female;12;academic;usa;1.3;89;Japonic;Japonic;6;601
1573;japanese3;japanese3;kofu, yamanashi prefecture, japan;japanese;german;49;female;12;academic;usa;3;89;Japonic;Japonic;6;601
1574;japanese4;japanese4;tokyo, japan;japanese;none;20;male;15;academic;usa;0.75;89;Japonic;Japonic;6;601
1575;japanese5;japanese5;chiba, japan;japanese;mandarin;25;female;12;academic;usa;0.4;89;Japonic;Japonic;6;601
1576;japanese6;japanese6;kawasaki, japan;japanese;spanish;30;female;10;academic;usa,canada;12;89;Japonic;Japonic;6;601
1577;japanese7;japanese7;osaka, japan;japanese;german;18;male;12;academic;;0;89;Japonic;Japonic;6;601
1578;japanese8;japanese8;tokyo, japan;japanese;german latin;25;male;12;academic;;0;89;Japonic;Japonic;6;601
1579;japanese9;japanese9;yokohama, japan;japanese;none;24;male;13;academic;canada;4;89;Japonic;Japonic;6;601
1580;japanese10;japanese10;hakodate, japan;japanese;none;26;female;12;academic;usa;4;89;Japonic;Japonic;6;601
1581;japanese11;japanese11;toyama, japan;japanese;none;29;female;13;academic;usa;4.5;89;Japonic;Japonic;6;601
1582;japanese12;japanese12;tokyo, japan;japanese;none;36;male;12;academic;australia;8.7;89;Japonic;Japonic;6;601
1583;japanese13;japanese13;gunma, japan;japanese;chinese;28;male;11;academic;usa;0.1;89;Japonic;Japonic;6;601
1584;japanese14;japanese14;akashi, japan;japanese;german french korean chinese;37;female;12;academic;usa;0.8;89;Japonic;Japonic;6;601
1585;japanese15;japanese15;osaka, japan;japanese;french;45;male;12;academic;;0;89;Japonic;Japonic;6;601
1586;japanese16;japanese16;clark field, philippines;japanese;none;25;female;3;naturalistic;usa;17;89;Japonic;Japonic;6;601
1587;japanese17;japanese17;nara, japan;japanese;none;44;female;13;academic;usa;19;89;Japonic;Japonic;6;601
1588;japanese18;japanese18;kyoto, japan;japanese;none;52;female;13;academic;usa;20;89;Japonic;Japonic;6;601
1589;japanese19;japanese19;naha, japan;japanese;none;57;female;13;academic;usa;20;89;Japonic;Japonic;6;601
1590;japanese20;japanese20;yokosuka, japan;japanese;none;21;male;14;academic;usa;6;89;Japonic;Japonic;6;601
1591;japanese21;japanese21;tokyo, japan;japanese;mandarin;53;female;13;academic;usa;23;89;Japonic;Japonic;6;601
1592;japanese22;japanese22;ashiya, japan;japanese;spanish french german;69;female;12;academic;usa;30;89;Japonic;Japonic;6;601
1593;japanese23;japanese23;kawasaki, japan;japanese;none;24;male;5;academic;usa;15;89;Japonic;Japonic;6;601
1594;japanese24;japanese24;tokyo, japan;japanese;none;40;female;13;academic;usa;24;89;Japonic;Japonic;6;601
1595;japanese25;japanese25;kyoto, japan;japanese;none;52;female;13;academic;canada, usa;23;89;Japonic;Japonic;6;601
1596;japanese26;japanese26;yokosuka, japan;japanese;russian;44;female;13;academic;usa;6;89;Japonic;Japonic;6;601
1597;japanese27;japanese27;tokyo, japan;japanese;none;21;female;13;academic;usa;0.2;89;Japonic;Japonic;6;601
1598;japanese28;japanese28;tokyo, japan;japanese;none;35;female;12;academic;usa;10;89;Japonic;Japonic;6;601
1599;japanese29;japanese29;nagoya, japan;japanese;none;21;female;15;academic;new zealand;1;89;Japonic;Japonic;6;601
1600;japanese30;japanese30;miyazaki, japan;japanese;none;19;male;12;academic;usa;0.3;89;Japonic;Japonic;6;601
1601;japanese31;japanese31;saitama, japan;japanese;none;20;female;15;academic;usa;0.2;89;Japonic;Japonic;6;601
1602;japanese32;japanese32;tokyo, japan;japanese;none;27;male;18;academic;canada;4;89;Japonic;Japonic;6;601
1603;japanese33;japanese33;ako, japan;japanese;none;30;female;12;academic;australia;10;89;Japonic;Japonic;6;601
1604;japanese34;japanese34;komaki, japan;japanese;none;19;male;10;academic;usa;0.7;89;Japonic;Japonic;6;601
1605;japanese35;japanese35;tokyo, japan;japanese;none;21;female;12;academic;usa;0.2;89;Japonic;Japonic;6;601
1606;japanese36;japanese36;tokyo, japan;japanese;none;21;male;12;naturalistic;usa;3.5;89;Japonic;Japonic;6;601
1607;japanese37;japanese37;kobe, japan;japanese;none;22;female;4;academic;usa;4;89;Japonic;Japonic;6;601
1608;japanese38;japanese38;osaka, japan;japanese;none;50;female;17;naturalistic;usa;24;89;Japonic;Japonic;6;601
1609;japanese39;japanese39;osaka, japan;japanese;none;22;male;7;academic;usa;11;89;Japonic;Japonic;6;601
1610;japanese40;japanese40;ohara machi, chiba prefecture, japan;japanese;none;84;female;15;academic;usa;58;89;Japonic;Japonic;6;601
1611;japanese41;japanese41;tokyo, japan;japanese;mandarin;63;male;15;academic;;0;89;Japonic;Japonic;6;601
1612;japanese42;japanese42;tokyo, japan;japanese;none;44;male;8;naturalistic;usa;35;89;Japonic;Japonic;6;601
1613;japanese43;japanese43;okinawa, japan;japanese;none;47;female;12;academic;usa;17;89;Japonic;Japonic;6;601
1614;japanese44;japanese44;osaka, japan;japanese;none;40;female;12;academic;usa;5;89;Japonic;Japonic;6;601
1615;japanese45;japanese45;kyoto, japan;japanese;none;57;female;13;academic;usa;20;89;Japonic;Japonic;6;601
1616;javanese1;javanese1;malang, east java, indonesisa;javanese;korean;29;male;7;academic;australia;1.6;90;not selected;not selected;0;0
1617;jola1;jola1;ziguinchor, senegal;jola;crioulo french wolof;34;male;16;academic;;0;91;not selected;not selected;0;0
1618;kabyle1;kabyle1;algiers, algeria;kabyle;italian french arabic;26;female;12;academic;;0;92;not selected;not selected;0;0
1619;kalanga1;kalanga1;francistown, botswana;kalanga;tswana ndebele;30;male;9;academic;botswana, usa;30;93;not selected;not selected;0;0
1620;kamba1;kamba1;nakuru, kenya;kamba;kiswahili kikuyu;43;female;6;academic;usa;17;94;not selected;not selected;0;0
1621;kambaata1;kambaata1;hosanna, ethiopia;kambaata;hadiyya amharic;36;male;9;academic;usa;12;95;not selected;not selected;0;0
1622;kambaata2;kambaata2;durame, ethiopia;kambaata;amharic hadiyya;51;male;7;academic;usa;11;95;not selected;not selected;0;0
1623;kambaata3;kambaata3;hosanna, ethiopia;kambaata;hadiyya amharic;54;male;8;academic;uk, usa;14;95;not selected;not selected;0;0
1624;kannada1;kannada1;bangalore, india;kannada;hindi-urdu;26;female;5;academic;usa;4;96;not selected;not selected;0;0
1625;kannada2;kannada2;bangalore, india;kannada;hindi;22;male;10;academic;usa;0.1;96;not selected;not selected;0;0
1626;kannada3;kannada3;hassan, karnataka, india;kannada;hindi tamil;24;male;4;academic;usa;2;96;not selected;not selected;0;0
1627;kannada4;kannada4;detroit, michigan, usa;kannada;telugu hindi;23;female;4;academic;usa;2;96;not selected;not selected;0;0
1628;kannada5;kannada5;hubballi, karnataka, india;kannada;hindi;26;male;5;academic;usa;0.4;96;not selected;not selected;0;0
1629;kannada6;kannada6;karwar, karnataka, india;kannada;hindi konkani;25;male;5;academic;usa;0.4;96;not selected;not selected;0;0
1630;kannada7;kannada7;bangalore, karnataka, india;kannada;hindi;24;female;5;academic;usa;0.3;96;not selected;not selected;0;0
1631;kannada8;kannada8;bangalore, karnataka, india;kannada;telugu;25;male;6;academic;usa;0.3;96;not selected;not selected;0;0
1632;kannada9;kannada9;bangalore, karnataka, india;kannada;hindi;23;male;3;academic;usa;0.1;96;not selected;not selected;0;0
