speaker_id;file_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence
1474;french41;la massana, andorra;french;dutch german;24;male;12;academic;;0
1475;english436;freeport, the bahamas;english;none;19;female;0;naturalistic;the bahamas;19
1476;dutch36;turnhout, belgium;dutch;french german swedish;21;female;12;academic;;0
1477;english437;cleveland, ohio, usa;english;french italian;21;male;0;naturalistic;usa;21
1478;vlaams3;herentals, belgium;vlaams;spanish french german;22;female;14;academic;;0
1479;dutch37;antwerp, belgium;dutch;french german;21;female;11;academic;;0
1480;cantonese20;hong kong, china;cantonese;mandarin japanese;18;male;3;academic;;0
1481;dutch38;beveren, belgium;dutch;french german;21;female;12;academic;;0
1482;dutch39;hardinxveld-giessendam, netherlands;dutch;german french;22;female;10;academic;;0
1483;polish18;bialystok, poland;polish;none;18;male;5;academic;;0
1484;dutch40;dordrecht, netherlands;dutch;german french;25;male;9;academic;;0
1485;swiss german4;bern, switzerland;swiss german;none;24;male;14;academic;new zealand;11
1486;arabic51;jiddah, saudi arabia;arabic;none;23;male;12;academic;usa;4
1487;arabic52;jiddah, saudi arabia;arabic;none;21;female;9;academic;usa;5
1488;thai10;bangkok, thailand;thai;none;30;male;6;naturalistic;usa;15
1489;italian26;siracusa, sicily, italy;italian;french spanish arabic;49;male;11;academic;;0
1490;mandarin29;lanzhou, gansu, china;mandarin;none;24;male;4;academic;;0
1491;mandarin30;taipei, taiwan;mandarin;none;27;male;13;academic;usa;1
1492;english438;houston, texas, usa;english;none;20;female;0;naturalistic;usa;20
1493;english439;richmond, british columbia, canada;english;none;18;female;0;naturalistic;canada;18
1494;german27;bielefeld, germany;german;polish spanish french;23;male;10;academic;ireland;0.6
1495;nepali5;chisapani, nepal;nepali;mandarin hindi japanese;39;male;9;academic;usa;5
1496;indonesian7;kediri, java, indonesia;indonesian;tagalog arabic malay;45;female;12;academic;usa;8
1497;malay3;seremban, negeri sembilan, malaysia;malay;hindi arabic;43;female;6;academic;uk, usa, india, new zealand;17
1498;amazigh2;ouarzazat, morocco;amazigh;arabic french;39;male;16;academic;usa;4
1499;nepali6;bhadrapur, nepal;nepali;hindi newar;24;male;6;academic;usa;6
1500;filipino2;pasay, philippines;filipino;german spanish;21;female;3;naturalistic;usa;0.5
1501;czech7;ostrava, czech republic;czech;none;22;female;11;academic;usa;0.5
1502;english440;glasgow, scotland, uk;english;spanish;22;female;0;naturalistic;scotland;22
1503;malay4;kuala lumpur, malaysia;malay;french chaam;21;female;8;academic;;0.1
1504;gujarati7;hyderabad, india;gujarati;hindi kannada;40;female;4;academic;usa;16
1505;armenian7;tehran, iran;armenian;farsi;31;male;10;academic;usa;3
1506;spanish99;lima, peru;spanish;none;20;female;4;academic;usa;1.5
1507;korean26;seoul, south korea;korean;spanish;23;male;21;academic;canada;1.2
1508;spanish100;iquitos, peru;spanish;arabic;30;female;26;academic;usa;8
1509;french42;kinshasa, democratic republic of congo;french;lingala swahili kikongo tshiluba;22;female;20;academic;usa;2
1510;urdu8;abu dhabi, united arab emirates;urdu;none;21;female;5;academic;usa;12
1511;fanti2;accra, ghana;fanti;ga twi ewe;24;female;7;academic;uk, usa;10.5
1512;bulgarian13;chirpan, bulgaria;bulgarian;macedonian french;20;male;9;academic;usa;10
1513;nepali7;chitwan, nepal;nepali;hindi;19;male;7;academic;usa;6
1514;nepali8;pokhara, nepal;nepali;hindi gurung;20;male;5;academic;usa;1.5
1515;amharic14;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11
1516;amharic15;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1
1517;dutch41;deventer, netherlands;dutch;french german;41;male;13;academic;usa;3
1518;russian36;moscow, russia;russian;french;25;male;20;academic;usa;4
1519;mandarin31;wenzhou, zhejiang, china;mandarin;none;26;female;13;academic;usa;2.5
1520;ukrainian9;zaporizhzhya, ukraine;ukrainian;russian;30;male;20;academic;;0
1521;japanese15;osaka, japan;japanese;french;45;male;12;academic;;0
1522;xiang3;changsha, hunan, china;xiang;mandarin russian;36;male;13;academic;;0
1523;russian37;st. petersburg, russia;russian;none;31;male;10;academic;;0
1524;english441;oquawka, illinois, usa;english;french;19;female;0;naturalistic;usa;19
1525;german28;vienna, austria;german;italian aramaic;19;female;10;academic;;0
1526;arabic53;rabat, morocco;arabic;french tachelhit danish swedish;36;male;17;academic;usa;12
1527;mandarin32;taipei, taiwan;mandarin;japanese;23;female;12;academic;usa;2
1528;english442;salisbury mills, new york, usa;english;french spanish;23;male;0;naturalistic;usa;23
1529;vietnamese12;can tho, vietnam;vietnamese;none;24;female;9;academic;usa;15
1530;english443;fort collins, colorado, usa;english;french spanish;31;male;0;naturalistic;usa;31
1531;english444;anniston, alabama, usa;english;spanish;24;male;0;naturalistic;usa;24
1532;english445;san francisco, california, usa;english;mandarin;60;male;0;naturalistic;usa;59
1533;english446;moorhead, minnesota, usa;english;none;23;female;0;naturalistic;usa;23
1534;english447;hartford, connecticut, usa;english;french;21;male;0;naturalistic;usa;21
1535;french43;paris, france;french;italian spanish;22;male;11;academic;scotland;0.2
1536;english448;isle of arran, scotland, uk;english;german;20;male;0;naturalistic;uk;20
1537;japanese16;clark field, philippines;japanese;none;25;female;3;naturalistic;usa;17
1538;english449;barton, vermont, usa;english;none;27;male;0;naturalistic;usa;27
1539;urdu9;alexandria, virginia, usa;urdu;spanish arabic;20;female;5;academic;usa;20
1540;jamaican creole english2;kingston, jamaica;jamaican creole english;spanish;21;male;6;academic;jamaica, usa, virgin islands;21
1541;mandarin33;beijing, china;mandarin;french;25;male;6;naturalistic;thailand, australia, usa;20
1542;serbian18;belgrade, serbia;serbian;french spanish;22;male;11;academic;;0
1543;italian27;milan, italy;italian;none;33;female;10;academic;uk;0.2
1544;english450;windsor, uk;english;french german;26;male;0;naturalistic;uk;26
1545;french44;la chaux-de-fonds, switzerland;french;german spanish;20;female;12;academic;;0
1546;english451;hazlehurst, georgia, usa;english;russian;44;male;0;naturalistic;usa;44
1547;english452;newcastle, australia;english;none;24;male;0;naturalistic;australia;24
1548;english453;chicago, illinois, usa;english;french;21;female;0;naturalistic;usa;21
1549;polish19;belchatow, poland;polish;german dutch spanish;24;male;7;academic;uk;0.2
1550;english454;raleigh, north carolina, usa;english;spanish;19;female;0;naturalistic;usa;19
1551;dutch42;schiedam, netherlands;dutch;french german;36;male;8;academic;usa;13.5
1552;english455;washington, dc, usa;english;spanish;29;female;0;naturalistic;usa;29
1553;portuguese39;sao paulo, brazil;portuguese;spanish italian german;26;female;8;academic;uk, usa;0.2
1554;english456;lancashire, leyland, uk;english;none;37;female;0;naturalistic;uk;37
1555;english457;syracuse, new york, usa;english;none;43;male;0;naturalistic;usa;40
1556;croatian7;rijeka, croatia;croatian;hungarian;21;female;7;academic;uk;0.1
1557;romanian19;chisinau, moldova;romanian;french russian;19;male;8;academic;;0
1558;cantonese21;hong kong, china;cantonese;mandarin;18;female;4;naturalistic;;0
1559;english458;reno, nevada, usa;english;japanese;22;female;0;naturalistic;usa;22
1560;english459;charlotte, north carolina, usa;english;french german;19;male;0;naturalistic;usa;19
1561;english460;rutland, england, uk;english;german;19;female;0;naturalistic;uk;19
1562;vietnamese13;hanoi, vietnam;vietnamese;none;23;male;6;academic;;0
1563;english461;poughkeepsie, new york, usa;english;none;44;female;0;naturalistic;usa;44
1564;english462;paducah, kentucky, usa;english;german;20;male;0;naturalistic;usa;20
1565;arabic54;baghdad, iraq;arabic;french;22;male;7;academic;usa;3
1566;urdu10;karachi, pakistan;urdu;punjabi french;20;male;3;academic;usa;0.8
1567;french45;montreal, quebec, canada;french;none;22;male;8;naturalistic;canada;22
1568;burmese2;yangon, myanmar;burmese;chinese;29;male;7;naturalistic;singapore;5
1569;arabic55;beirut, lebanon;arabic;french;70;male;33;academic;usa;37
1570;turkish25;kars, turkey;turkish;farsi russian;32;male;26;academic;usa;6
1571;english463;brooklyn, new york, usa;english;french spanish;53;female;0;naturalistic;usa;53
1572;farsi14;bethesda, maryland, usa;farsi;arabic;52;female;6;academic;usa;14
1573;danish5;egvad, denmark;danish;german swedish;49;female;8;academic;usa;24
1574;spanish101;la union, el salvador;spanish;none;39;female;19;naturalistic;usa;24
1575;spanish102;cochabamba, bolivia;spanish;quechua;31;male;26;academic;usa;9
1576;urdu11;karachi, pakistan;urdu;arabic;20;male;6;academic;usa;4
1577;danish6;alborg, denmark;danish;french;19;male;8;academic;;0
1578;mandarin34;shi jia zhuang, hebei, china;mandarin;japanese;31;female;13;academic;;0
1579;mandarin35;yantai, shandong, china;mandarin;japanese;27;female;12;academic;;0
1580;mandarin36;beijing, china;mandarin;none;32;female;10;academic;;0
1581;mandarin37;huhot, nei meng gu, china;mandarin;none;32;female;12;academic;;0
1582;mandarin38;changsha, hunan, china;mandarin;none;33;female;12;academic;australia, usa;0.1
1583;mandarin39;tie ling, liaoning, china;mandarin;russian;24;female;12;academic;;0
1584;spanish103;san miguel, el salvador;spanish;none;46;male;15;naturalistic;usa;25
1585;macedonian5;skopje, macedonia;macedonian;none;19;female;11;naturalistic;;0
1586;macedonian6;skopje, macedonia;macedonian;spanish;19;male;9;academic;;0
1587;macedonian7;skopje, macedonia;macedonian;german;19;female;10;academic;;0
1588;macedonian8;skopje, macedonia;macedonian;spanish japanese;20;male;8;academic;;0
1589;macedonian9;skopje, macedonia;macedonian;italian;19;female;10;academic;;0
1590;macedonian10;skopje, macedonia;macedonian;german spanish;20;female;10;academic;;0
1591;macedonian11;skopje, macedonia;macedonian;italian german;20;female;8;academic;;0
1592;macedonian12;skopje, macedonia;macedonian;spanish german;20;female;10;academic;;0
1593;macedonian13;skopje, macedonia;macedonian;italian german;20;female;8;academic;;0
1594;macedonian14;skopje, macedonia;macedonian;serbian italian german;20;female;9;academic;;0
1595;macedonian15;skopje, macedonia;macedonian;italian;20;female;10;academic;;0
1596;macedonian16;skopje, macedonia;macedonian;italian spanish french;20;female;5;academic;;0
1597;macedonian17;skopje, macedonia;macedonian;aromanian german greek;24;male;6;academic;;0
1598;farsi15;tehran, iran;farsi;arabic;20;male;4;naturalistic;usa;0.33
1599;romanian20;bucharest, romania;romanian;none;34;female;19;naturalistic;usa;15
1600;spanish104;san miguel, el salvador;spanish;none;28;female;20;naturalistic;usa;8
1601;macedonian18;skopje, macedonia;macedonian;french;20;female;5;academic;;0
1602;macedonian19;skopje, macedonia;macedonian;polish;22;male;10;naturalistic;;0
1603;macedonian20;skopje, macedonia;macedonian;french serbian;19;female;10;academic;;0
1604;macedonian21;skopje, macedonia;macedonian;french spanish;19;female;12;academic;;0
1605;macedonian22;skopje, macedonia;macedonian;portuguese;21;female;8;academic;;0
1606;macedonian23;skopje, macedonia;macedonian;russian;20;female;11;academic;;0
1607;macedonian24;skopje, macedonia;macedonian;french;20;female;7;academic;;0
1608;macedonian25;skopje, macedonia;macedonian;serbian german;20;female;9;academic;;0
1609;khmer5;kampong speu, cambodia;khmer;none;47;male;25;academic;usa;20
1610;japanese17;nara, japan;japanese;none;44;female;13;academic;usa;19
1611;bulgarian14;sofia, bulgaria;bulgarian;russian serbian arabic;46;male;30;academic;usa;14
1612;punjabi5;ropar, punjab, india;punjabi;hindi urdu;49;male;5;academic;usa;31
1613;spanish105;jerez de la frontera, spain;spanish;latin greek arabic german;41;female;10;academic;usa;12
1614;mandarin40;chengdu, sichuan, china;mandarin;japanese thai;28;male;12;academic;singapore, usa;9
1615;mandarin41;songyuan, jilin, china;mandarin;none;34;female;13;academic;;0
1616;mandarin42;yanbian, jilin, china;mandarin;none;47;female;16;academic;;0
1617;mandarin43;datong, shanxi, china;mandarin;none;24;female;15;academic;;0
1618;english464;ottawa, ontario, canada;english;german french;27;male;0;naturalistic;canada;24
1619;german29;coburg, germany;german;none;53;female;12;academic;usa;23
1620;greek10;nicosia, cyprus;greek;none;58;male;14;academic;usa;29
1621;spanish106;lima, peru;spanish;none;21;male;5;academic;usa;10
1622;spanish107;san salvador, el salvador;spanish;italian;36;male;14;naturalistic;usa;22
1623;farsi16;abadan, iran;farsi;none;54;female;38;naturalistic;usa;16
1624;korean27;haenam, south korea;korean;none;51;male;14;academic;usa;14
1625;polish20;gdansk, poland;polish;russian latin greek;53;female;4;academic;canada, usa;35
1626;japanese18;kyoto, japan;japanese;none;52;female;13;academic;usa;20
1627;tagalog8;cabanatuan city, philippines;tagalog;spanish italian ilonggo kapampangan ilocano;62;female;7;academic;usa;27
1628;urdu12;islamabad, pakistan;urdu;none;19;female;4;academic;usa;4
1629;spanish108;medellin, colombia;spanish;none;36;male;24;academic;usa;12
1630;mandarin44;hangzhou, zhejiang, china;mandarin;none;21;male;16;academic;usa;1.5
1631;mandarin45;beijing, china;mandarin;none;42;female;12;academic;usa, australia;0.1
1632;gan1;pingxiang, jiangxi, china;gan;none;72;male;40;naturalistic;usa;4
1633;hindi13;jaipur, india;hindi;rajasthani garhwali;43;female;13;academic;usa;0.1
1634;greek11;athens, greece;greek;spanish;21;female;3;naturalistic;usa;20
1635;english465;aylesbury, buckinghamshire, uk;english;french spanish mandarin;20;male;0;naturalistic;uk;19
1636;mandarin46;jilin city, jilin, china;mandarin;arabic;43;female;9;academic;;0
1637;english466;portland, maine, usa;english;none;18;male;0;naturalistic;usa;18
1638;vlaams4;ronse, belgium;vlaams;french spanish german;50;female;12;academic;;0
1639;english467;pozzuoli, italy;english;none;23;male;1;naturalistic;usa;18
1640;english468;myrtle beach, south carolina, usa;english;german greek, ancient;30;male;0;naturalistic;usa;30
1641;english469;knoxville, tennessee, usa;english;japanese;22;male;0;naturalistic;usa;21
1642;english470;leighton buzzard, uk;english;french japanese;21;male;0;naturalistic;uk;20
1643;french46;chatenay malabry, france;french;japanese;22;male;10;academic;;0
1644;mandarin47;beijing, china;mandarin;japanese french;28;female;8;academic;;0
1645;mandarin48;pingdingshan, henan, china;mandarin;none;37;male;12;academic;;0
1646;wu1;taizhou, zhejiang, china;wu;mandarin japanese;30;female;12;academic;;0
1647;tamil4;colombo, sri lanka;tamil;sinhalese;58;female;3;academic;usa;23.7
1648;english471;calgary, alberta, canada;english;spanish french;26;female;0;naturalistic;canada;24.5
1649;english472;rota, spain;english;spanish russian;26;male;0;naturalistic;usa;23
1650;english473;nottingham, uk;english;none;20;male;0;naturalistic;uk;20
1651;polish21;kolobrzeg, poland;polish;none;30;male;10;academic;uk;10
1652;polish22;koszalin, poland;polish;italian swedish;19;male;11;academic;;0
1653;polish23;lobez, poland;polish;swedish;21;male;8;academic;;0
1654;polish24;koszalin, poland;polish;swedish;20;female;10;academic;;0
1655;hakka1;pei kang, taiwan;hakka;mandarin;72;female;13;academic;usa;48
1656;english474;rochester, minnesota, usa;english;spanish;33;female;0;naturalistic;usa;33
1657;english475;ogden, utah, usa;english;none;29;female;0;naturalistic;usa;29
1658;english476;manchester, new hampshire, usa;english;none;64;female;0;naturalistic;usa;64
1659;english477;san diego, california, usa;english;german;31;female;0;naturalistic;usa;27
1660;spanish109;maracay, venezuela;spanish;french portuguese;21;male;16;academic;;0
1661;english478;sydney, nova scotia, canada;english;none;19;male;0;naturalistic;canada;19
1662;french47;landerneau, brittany, france;french;none;66;female;12;academic;usa;45
1663;korean28;seoul, south korea;korean;spanish;62;female;13;academic;usa;17
1664;english479;new york, new york, usa;english;none;64;female;0;naturalistic;usa;64
1665;english480;winston-salem, north carolina, usa;english;none;58;male;0;naturalistic;usa;58
1666;english481;stringtown, oklahoma, usa;english;german spanish;88;female;0;naturalistic;usa;82
1667;english482;yeadon, pennsylvania, usa;english;none;74;female;0;naturalistic;usa;74
1668;english483;boston, massachusetts, usa;english;spanish;19;male;0;naturalistic;usa;19
1669;khmer6;auburn, australia;khmer;japanese;20;female;4;naturalistic;australia;20
1670;malay5;kuala lumpur, malaysia;malay;spanish french mandarin cantonese;19;male;3;naturalistic;malaysia, india;19
1671;polish25;koszalin, poland;polish;russian;20;male;11;academic;;0
1672;english484;dublin, ireland;english;irish french japanese swedish spanish;24;male;0;naturalistic;ireland;24
1673;thai11;bang na, thailand;thai;mandarin;18;male;13;naturalistic;;0
1674;english485;cromwell, connecticut, usa;english;french;20;male;0;naturalistic;usa;20
1675;hawai&#39;i creole english1;pepeekeo, hawai&#39;i, usa;hawai&#39;i creole english;none;73;male;5;academic;usa;64
1676;hawai&#39;i creole english2;pa&#39;ia, hawai&#39;i, usa;hawai&#39;i creole english;chinese;69;female;4;naturalistic;usa;64
1677;arabic56;ain defla, algeria;arabic;french;43;male;12;academic;usa;3
1678;gujarati8;ahmedabad, india;gujarati;hindi spanish;27;female;7;academic;usa;20
1679;italian28;rome, italy;italian;french;25;male;6;academic;;0
1680;spanish110;caracas, venezuela;spanish;german japanese;20;male;18;academic;;0
1681;german30;radstadt, austria;german;spanish italian;32;female;8;academic;uk, usa;4
1682;bengali12;sylhet, bangladesh;bengali;urdu hindi;25;female;4;academic;usa;3
1683;english486;corentyne, guyana;english;none;53;female;0;naturalistic;guyana, usa;53
1684;japanese19;naha, japan;japanese;none;57;female;13;academic;usa;20
1685;german31;datteln, germany;german;french;21;female;10;academic;uk;0.2
1686;italian29;trieste, italy;italian;none;21;female;8;academic;usa;0.2
1687;korean29;masan, south korea;korean;japanese;19;female;8;naturalistic;usa;10
1688;english487;london, uk;english;french;22;female;0;naturalistic;uk;22
1689;spanish111;santiago, chile;spanish;none;55;male;33;naturalistic;usa;23.7
1690;korean30;seoul, south korea;korean;none;49;female;14;academic;usa;26
1691;ibibio3;lagos, nigeria;ibibio;yoruba;36;male;6;academic;usa;13
1692;english488;irvine, scotland, uk;english;none;35;female;0;naturalistic;uk, usa;35
1693;spanish112;la paz, bolivia;spanish;none;25;male;15;academic;usa;15
1694;english489;kingston, jamaica;english;none;46;female;0;naturalistic;jamaica, usa;46
1695;spanish113;cochabamba, bolivia;spanish;none;19;male;8;academic;usa;11
1696;korean31;seoul, south korea;korean;none;18;female;7;academic;usa;2
1697;hindi14;new delhi, india;hindi;none;53;male;12;academic;usa;25
1698;vietnamese14;ho chi minh city, vietnam;vietnamese;none;51;male;20;academic;usa;31
1699;arabic57;beirut, lebanon;arabic;french;28;female;17;academic;usa;11
1700;arabic58;baghdad, iraq;arabic;none;34;male;9;academic;usa;5.5
1701;french48;douala, cameroon;french;none;19;female;3;naturalistic;cameroon, usa;19
1702;arabic59;irbid, jordan;arabic;german;55;male;9;academic;usa;35
1703;uyghur3;urumqi, xin jiang, china;uyghur;mandarin;49;female;29;naturalistic;usa;20
1704;turkish26;sivas, turkey;turkish;kurdish;45;male;22;naturalistic;usa;22
1705;dutch43;rotterdam, netherlands;dutch;french german;21;male;11;academic;usa;0.5
1706;albanian9;tirana, albania;albanian;german italian french spanish latin;22;female;6;naturalistic;usa;1.4
1707;german32;niedersachsen, germany;german;japanese;29;female;12;academic;usa;17
1708;russian38;gomel, belarus;russian;german;84;male;18;naturalistic;usa;61
1709;english490;auckland, new zealand;english;none;18;male;0;naturalistic;new zealand;18.5
1710;armenian8;yerevan, armenia;armenian;russian;50;female;35;naturalistic;usa;15
1711;arabic60;cairo, egypt;arabic;french;60;male;14;academic;usa;23
1712;greek12;bethlehem, pennsylvania, usa;greek;none;24;male;4;naturalistic;usa;20
1713;english491;westmoreland, jamaica;english;none;79;female;0;naturalistic;jamaica, usa;79
1714;pashto8;paktia, afghanistan;pashto;none;39;male;17;naturalistic;usa;1
1715;korean32;seoul, south korea;korean;none;35;female;28;naturalistic;usa;7
1716;english492;omaha, nebraska, usa;english;spanish german;22;female;0;naturalistic;usa;22
1717;danish7;copenhagen, denmark;danish;hebrew german;22;male;8;naturalistic;;0
1718;english493;miami, florida, usa;english;spanish japanese;20;male;0;naturalistic;usa;13.5
1719;english494;findlay, ohio, usa;english;korean japanese;27.5;male;0;naturalistic;usa;27.5
1720;english495;kirkland, washington, usa;english;none;21;male;0;naturalistic;usa;21
1721;thai12;bangkok, thailand;thai;japanese;33;male;8;academic;india, singapore;0.5
1722;korean33;seongnam, south korea;korean;japanese;30;female;13;academic;usa;2
1723;tamil5;coimbatore, tamil nadu, india;tamil;hindi;36;female;5;academic;usa;12
1724;english496;london, england, uk;english;japanese;20;male;0;naturalistic;uk;20
1725;hebrew9;petah-tiqwa, israel;hebrew;none;23;male;4;naturalistic;usa;22
1726;english497;cleveland, ohio, usa;english;none;22;male;0;naturalistic;usa;22
1727;english498;prince george, british columbia, canada;english;french german;27;male;0;naturalistic;canada;27
1728;english499;st. paul, minnesota, usa;english;french;21;female;0;naturalistic;usa;21
1729;french49;paris, france;french;none;39;male;12;academic;uk, usa, new zealand;1
1730;turkish27;istanbul, turkey;turkish;french;18;female;7;academic;;0
1731;kurdish8;sulaymaniyah, iraq;kurdish;none;55;female;39;naturalistic;usa;16
1732;spanish114;seville, spain;spanish;catalan;22;female;8;naturalistic;uk;0.25
1733;english500;albury, new south wales, australia;english;indonesian tongan;38;male;0;naturalistic;australia;38
1734;english501;pittsburgh, pennsylvania, usa;english;none;64;female;0;naturalistic;usa;64
1735;english502;farmington hills, michigan, usa;english;none;30;female;0;naturalistic;usa;30
1736;mandarin49;shanghai, china;mandarin;french;21;male;10;academic;australia;2.5
1737;polish26;bytow, poland;polish;none;19;male;16;academic;uk;0.2
1738;polish27;koszalin, poland;polish;german spanish;19;male;6;academic;;0
1739;english503;benin city, nigeria;english;spanish german;29;female;0;naturalistic;nigeria, usa;25
1740;dutch44;antwerp, belgium;dutch;german french spanish;21;female;12;academic;;0
1741;italian30;bologna, italy;italian;none;23;male;11;academic;;0
1742;dutch45;sint niklaas, belgium;dutch;french latin german spanish hebrew;22;male;2;naturalistic;;0
1743;dutch46;hulshout, belgium;dutch;french german;22;female;12;academic;;0
1744;spanish115;la paz, bolivia;spanish;french;58;female;8;academic;usa;15
1745;polish28;koszalin, poland;polish;pashto;20;female;10;academic;;0
1746;danish8;sunds, denmark;danish;german swedish norwegian;28;female;11;academic;usa;3.5
1747;spanish116;bogota, colombia;spanish;french;37;male;6;academic;usa;3
1748;polish29;sianow, poland;polish;spanish german;20;male;11;academic;;0
1749;polish30;koszalin, poland;polish;german swedish;21;female;9;academic;;0
1750;russian39;brooklyn, new york, usa;russian;none;25;female;5;naturalistic;usa;25
1751;french50;paris, france;french;none;67;female;14;academic;usa;39
1752;swedish14;vetlanda, sweden;swedish;german;23;male;9;academic;;0
1753;arabic61;manama, bahrain;arabic;turkish urdu;20;male;7;academic;usa;1.75
1754;dari4;kabul, afghanistan;dari;urdu pashto;59;male;13;academic;usa;29
1755;turkmen1;balkanabat, turkmenistan;turkmen;turkish russian;24;male;10;academic;usa;0.4
1756;garifuna1;dangriga, belize;garifuna;none;69;female;5;academic;;0
1757;garifuna2;tela atlantida, honduras;garifuna;spanish;51;male;23;naturalistic;usa;30
1758;punjabi6;lahore, pakistan;punjabi;urdu;25;male;5;academic;usa;2
1759;punjabi7;lahore, pakistan;punjabi;urdu;22;male;5;academic;usa;0.2
1760;kru1;margibi, liberia;kru;bassa;52;female;4;naturalistic;liberia, usa;52
1761;nepali9;baglung, nepal;nepali;hindi-urdu;36;male;10;academic;usa;4
1762;irish1;dublin, ireland;irish;german french spanish serbian;28;male;3;naturalistic;ireland, usa;28
1763;kazakh3;almaty, kazakhstan;kazakh;russian;49;female;30;naturalistic;usa;0.5
1764;tagalog9;manila, philippines;tagalog;ilocano;48;male;7;academic;philippines, usa;48
1765;french51;liege, wallonia, belgium;french;german;18;male;5;academic;;0
1766;kurdish9;sulaymaniyah, iraq;kurdish;arabic;57;male;40;naturalistic;usa;17
1767;kurdish10;sulaymaniyah, iraq;kurdish;arabic farsi;37;male;30;naturalistic;usa;7
1768;arabic62;ad dammam, saudi arabia;arabic;none;19;male;18;academic;usa;1
1769;arabic63;bani walid, libya;arabic;none;28;female;10;academic;usa;0.3
1770;nepali10;kathmandu, nepal;nepali;hindi urdu;23;female;3;academic;usa;3
1771;liberian pidgin english1;monrovia, liberia;liberian pidgin english;none;28;female;14;naturalistic;liberia, usa;28
1772;turkish28;istanbul, turkey;turkish;spanish french;24;female;4;naturalistic;usa;5
1773;portuguese40;london, england, uk;portuguese;spanish;23;male;0;naturalistic;uk;4
1774;russian40;bishkek, kyrgyzstan;russian;mandarin turkish arabic mandarin;23;female;8;academic;usa;2
1775;indonesian8;jakarta, indonesia;indonesian;spanish;32;male;14;academic;singapore, usa;9.5
1776;estonian3;tallinn, estonia;estonian;russian;22;male;9;academic;usa;2
1777;arabic64;riyadh, saudi arabia;arabic;none;23;male;6;naturalistic;usa;3
1778;arabic65;samail, oman;arabic;none;32;female;10;academic;canada, usa;6
1779;twi4;tema, ghana;twi;french;22;female;6;academic;usa;6
1780;malayalam3;bangalore, india;malayalam;french kannada;19;female;3.5;naturalistic;usa;15
1781;papiamentu1;willemstad, curacao;papiamentu;spanish dutch;27;female;5;naturalistic;usa;5
1782;punjabi8;jilandhar, punjab, india;punjabi;none;44;male;13;academic;usa;20
1783;papiamentu2;willemstad, curacao;papiamentu;dutch spanish;23;male;10;naturalistic;usa;6.5
1784;arabic66;medina, saudi arabia;arabic;none;50;male;14;academic;usa;1
1785;arabic67;nasriah, iraq;arabic;none;43;male;22;academic;usa;20
1786;english504;west palm beach, florida, usa;english;japanese;25;male;0;naturalistic;usa;25
1787;wolof6;dakar, senegal;wolof;french;25;male;13;academic;usa;12
1788;mandarin50;hsinchu, taiwan;mandarin;taiwanese;25;male;9;academic;usa;0.2
1789;sinhala5;colombo, sri lanka;sinhala;spanish;26;female;13;academic;usa;13
1790;kikuyu4;nairobi, kenya;kikuyu;swahili;23;female;4;naturalistic;kenya, usa;23
1791;azerbaijani3;baku, azerbaijan;azerbaijani;turkish arabic;31;male;16;academic;usa;2
1792;mandarin51;tianjin, hebei, china;mandarin;none;25;male;10;academic;usa;2
1793;mandarin52;shaoxing, zhejiang, china;mandarin;japanese;26;female;6;academic;usa;1
1794;hindi15;new delhi, india;hindi;german;23;female;1;naturalistic;usa;1
1795;urdu13;lahore, pakistan;urdu;punjabi;22;female;4;naturalistic;usa;21.5
1796;ga5;accra, ghana;ga;twi;36;male;5;academic;ghana, usa;36
1797;spanish117;madrid, spain;spanish;french german italian portuguese turkish;46;male;12;academic;usa;13
1798;english505;beirut, lebanon;english;french italian arabic spanish mandarin;50;female;0;naturalistic;usa;9
1799;english506;new orleans, louisiana, usa;english;french mandarin;30;female;0;naturalistic;usa;30
1800;english507;accra, ghana;english;twi ga spanish;21;male;0;naturalistic;ghana, usa;21
1801;english508;winfield, illinois, usa;english;spanish;20;female;0;naturalistic;usa;20
1802;english509;coudersport, pennsylvania, usa;english;spanish;44;female;0;naturalistic;usa;35
1803;english510;philadelphia, pennsylvania, usa;english;french;66;female;0;naturalistic;usa;66
1804;greek13;vlore, albania;greek;albanian;23;female;6;academic;usa;13
1805;arabic68;london, uk;arabic;none;20;male;6;naturalistic;uk, usa;9
1806;spanish118;monterrey, mexico;spanish;italian;48;female;13;academic;usa;22
1807;spanish119;madrid, spain;spanish;french;40;female;11;naturalistic;usa;15
1808;turkish29;ankara, turkey;turkish;french;21;female;11;academic;usa;6.2
1809;vietnamese15;ho chi minh city, vietnam;vietnamese;japanese;29;male;15;academic;usa;7
1810;arabic69;kerma, sudan;arabic;nobiin;55;female;15;academic;uk, usa;21
1811;mongolian7;darhan, mongolia;mongolian;japanese russian;28;female;28;academic;usa;0.5
1812;tagalog10;manila, philippines;tagalog;none;39;female;6;academic;usa;21
1813;french52;lisbon, portugal;french;spanish german;56;female;11;academic;usa;33
1814;korean34;seoul, south korea;korean;japanese;20;female;11;academic;usa;6
1815;korean35;gwangju, south korea;korean;japanese german spanish;48;male;12;academic;usa;6
1816;greek14;lancaster, pennsylvania, usa;greek;french;22;female;3;naturalistic;usa;22
