,speaker_id,file_name,sample_name,birth_place,native_langs,other_langs,age,sex,age_of_english_onset,english_learning_method,english_residence,years_of_english_residence,class_labels,primary_lang_group,secondary_lang_group,primary_lang_group_id,secondary_lang_group_id
1284,1998,french61,french61,"rawalpindi, pakistan",french,urdu hindi punjabi german arabic,41.0,female,10.0,academic,usa,3.0,54,Indo-European,Italic,5,506
1285,2030,french62,french62,"paris, france",french,bambara songhay,21.0,female,20.0,naturalistic,usa,1.0,54,Indo-European,Italic,5,506
1286,2111,french63,french63,"ouagadougou, burkina faso",french,moore,37.0,male,11.0,academic,usa,16.0,54,Indo-European,Italic,5,506
1287,2394,french64,french64,"abidjan, ivory coast",french,baoule,31.0,female,18.0,naturalistic,usa,2.0,54,Indo-European,Italic,5,506
1288,2464,french65,french65,"lome, togo",french,ewe,24.0,female,19.0,academic,usq,4.0,54,Indo-European,Italic,5,506
1289,2473,french66,french66,"belfort, france",french,none,54.0,female,9.0,academic,"uk, usa",25.0,54,Indo-European,Italic,5,506
1290,2497,french67,french67,"aix-en-provence, france",french,german italian farsi arabic,53.0,female,11.0,academic,usa,14.0,54,Indo-European,Italic,5,506
1291,2536,french68,french68,"bordeaux, france",french,none,18.0,female,8.0,academic,,0.0,54,Indo-European,Italic,5,506
1292,2537,french69,french69,"rennes, france",french,spanish,18.0,female,8.0,academic,,0.0,54,Indo-European,Italic,5,506
1293,2725,french70,french70,"harare, zimbabwe",french,swahili lingala,19.0,female,13.0,academic,usa,1.0,54,Indo-European,Italic,5,506
1294,2740,french71,french71,"kinshasa, democratic republic of congo",french,none,18.0,female,9.0,academic,usa,8.0,54,Indo-European,Italic,5,506
1295,2754,french72,french72,"douala, cameroon",french,none,26.0,female,25.0,academic,usa,0.4,54,Indo-European,Italic,5,506
1296,2758,french73,french73,"beaumont-le-roger, france",french,italian,60.0,male,12.0,academic,usa,39.0,54,Indo-European,Italic,5,506
1297,2782,french74,french74,"montreal, quebec, canada",french,none,63.0,female,12.0,academic,canada,63.0,54,Indo-European,Italic,5,506
1298,2783,french75,french75,"montreal, quebec, canada",french,spanish,53.0,male,5.0,academic,canada,53.0,54,Indo-European,Italic,5,506
1299,2784,french76,french76,"shawinigan, quebec, canada",french,none,64.0,male,15.0,naturalistic,canada,64.0,54,Indo-European,Italic,5,506
1300,2785,french77,french77,"montreal, quebec, canada",french,none,29.0,male,16.0,academic,canada,29.0,54,Indo-European,Italic,5,506
1301,2786,french78,french78,"trois-rivieres, quebec, canada",french,none,38.0,male,6.0,academic,canada,38.0,54,Indo-European,Italic,5,506
1302,2787,french79,french79,"coaticook, quebec, canada",french,none,42.0,female,11.0,academic,canada,42.0,54,Indo-European,Italic,5,506
1303,2814,french80,french80,"abidjan, ivory coast",french,spanish bambara,19.0,female,7.0,academic,usa,1.5,54,Indo-European,Italic,5,506
1304,2946,french81,french81,"paris, france",french,russian,28.0,female,5.0,academic,usa,5.0,54,Indo-European,Italic,5,506
1305,2965,french82,french82,"zurich, switzerland",french,german italian,73.0,male,15.0,academic,,0.0,54,Indo-European,Italic,5,506
1306,2973,french83,french83,"bruges, france",french,spanish arabic,22.0,female,12.0,academic,usa,3.5,54,Indo-European,Italic,5,506
1307,2977,french84,french84,"marseille, france",french,arabic,52.0,female,12.0,academic,usa,3.0,54,Indo-European,Italic,5,506
1308,2984,french85,french85,"bordeaux, france",french,spanish arabic,22.0,female,12.0,academic,usa,3.0,54,Indo-European,Italic,5,506
1331,189,german1,german1,"dusseldorf, germany",german,french dutch,48.0,female,12.0,academic,usa,25.0,64,Indo-European,Germanic,5,503
1332,190,german2,german2,"bemberg, germany",german,none,29.0,female,12.0,academic,usa,0.5,64,Indo-European,Germanic,5,503
1333,191,german3,german3,"meissen, germany",german,french latin,19.0,female,12.0,academic,usa,0.5,64,Indo-European,Germanic,5,503
1334,192,german4,german4,"stuttgart, germany",german,french italian,19.0,female,11.0,academic,usa,0.5,64,Indo-European,Germanic,5,503
1335,193,german5,german5,"halle, germany",german,none,47.0,male,12.0,academic,usa,0.2,64,Indo-European,Germanic,5,503
1336,194,german6,german6,"vienna, austria",german,russian ukrainian italian hungarian,28.0,male,8.0,academic,,0.0,64,Indo-European,Germanic,5,503
1337,501,german7,german7,"berlin, germany",german,french,20.0,male,11.0,academic,usa,1.0,64,Indo-European,Germanic,5,503
1338,545,german8,german8,"bernburg, germany",german,hungarian french turkish,25.0,male,10.0,academic,,0.0,64,Indo-European,Germanic,5,503
1339,616,german9,german9,"wuppertal, germany",german,latin,22.0,male,8.0,academic,usa,0.2,64,Indo-European,Germanic,5,503
1340,635,german10,german10,"darmstadt, germany",german,french,24.0,male,10.0,academic,uk,0.1,64,Indo-European,Germanic,5,503
1341,640,german11,german11,"frankfurt, germany",german,spanish latin french,20.0,female,11.0,academic,,0.0,64,Indo-European,Germanic,5,503
1342,651,german12,german12,"feldkirch, austria",german,french,29.0,female,14.0,academic,usa,5.0,64,Indo-European,Germanic,5,503
1343,652,german13,german13,"eschen, liechtenstein",german,french spanish italian,54.0,female,13.0,academic,"usa, australia, south africa",19.0,64,Indo-European,Germanic,5,503
1344,675,german14,german14,"vienna, austria",german,spanish,30.0,female,10.0,academic,usa,0.25,64,Indo-European,Germanic,5,503
1345,676,german15,german15,"innsbruck, austria",german,french farsi,35.0,male,11.0,academic,usa,8.0,64,Indo-European,Germanic,5,503
1346,881,german16,german16,"bremen, germany",german,french italian dutch,31.0,female,11.0,academic,"uk, usa",4.0,64,Indo-European,Germanic,5,503
1347,882,german17,german17,"frankfurt, germany",german,french dutch greek italian,53.0,female,10.0,academic,usa,8.0,64,Indo-European,Germanic,5,503
1348,893,german18,german18,"bad aussee, austria",german,spanish russian,29.0,male,6.0,academic,australia,7.0,64,Indo-European,Germanic,5,503
1349,928,german19,german19,"offenbach, germany",german,latin,19.0,female,11.0,academic,usa,0.1,64,Indo-European,Germanic,5,503
1350,936,german20,german20,"chur, switzerland",german,french italian spanish,41.0,male,16.0,academic,usa,0.5,64,Indo-European,Germanic,5,503
1351,1064,german21,german21,"villach, austria",german,italian,20.0,female,10.0,academic,usa,1.2,64,Indo-European,Germanic,5,503
1352,1092,german22,german22,"elsterwerda, germany",german,russian,21.0,female,12.0,academic,usa,2.5,64,Indo-European,Germanic,5,503
1353,1255,german23,german23,"herdecke, germany",german,french dutch spanish latin,24.0,male,11.0,academic,uk,0.2,64,Indo-European,Germanic,5,503
1354,1383,german24,german24,"niedersachsen, germany",german,none,27.0,male,10.0,academic,,0.0,64,Indo-European,Germanic,5,503
1355,1443,german25,german25,"geislingen, germany",german,french spanish latin,21.0,female,11.0,academic,usa,0.25,64,Indo-European,Germanic,5,503
1356,1452,german26,german26,"stuttgart, germany",german,none,77.0,female,24.0,naturalistic,usa,53.0,64,Indo-European,Germanic,5,503
1357,1494,german27,german27,"bielefeld, germany",german,polish spanish french,23.0,male,10.0,academic,ireland,0.6,64,Indo-European,Germanic,5,503
1358,1525,german28,german28,"vienna, austria",german,italian aramaic,19.0,female,10.0,academic,,0.0,64,Indo-European,Germanic,5,503
1359,1619,german29,german29,"coburg, germany",german,none,53.0,female,12.0,academic,usa,23.0,64,Indo-European,Germanic,5,503
1360,1681,german30,german30,"radstadt, austria",german,spanish italian,32.0,female,8.0,academic,"uk, usa",4.0,64,Indo-European,Germanic,5,503
1361,1685,german31,german31,"datteln, germany",german,french,21.0,female,10.0,academic,uk,0.2,64,Indo-European,Germanic,5,503
1362,1707,german32,german32,"niedersachsen, germany",german,japanese,29.0,female,12.0,academic,usa,17.0,64,Indo-European,Germanic,5,503
1363,1877,german33,german33,"stuttgart, germany",german,none,39.0,male,10.0,academic,,0.0,64,Indo-European,Germanic,5,503
1364,1879,german34,german34,"bochum, germany",german,swedish,28.0,male,11.0,academic,uk,1.0,64,Indo-European,Germanic,5,503
1365,1972,german35,german35,"ingolstadt, germany",german,french russian spanish,51.0,female,11.0,academic,usa,31.0,64,Indo-European,Germanic,5,503
1366,1994,german36,german36,"hamburg, germany",german,hindi,18.0,female,14.0,academic,,0.0,64,Indo-European,Germanic,5,503
1367,2574,german37,german37,"hamburg, germany",german,french danish,19.0,female,8.0,academic,,0.0,64,Indo-European,Germanic,5,503
1368,2591,german38,german38,"kaiserslautern, germany",german,french,50.0,female,5.0,naturalistic,usa,34.0,64,Indo-European,Germanic,5,503
1369,2753,german39,german39,"clausthal-zellerfeld, germany",german,none,18.0,male,5.0,academic,usa,2.0,64,Indo-European,Germanic,5,503
1370,2779,german40,german40,"leipzig, germany",german,french russian,25.0,female,8.0,academic,"uk, ireland",0.4,64,Indo-European,Germanic,5,503
1371,2833,german41,german41,"wurzburg, germany",german,none,22.0,male,5.0,academic,usa,17.0,64,Indo-European,Germanic,5,503
1372,2845,german42,german42,"munich, germany",german,french italian spanish,72.0,female,10.0,academic,usa,11.0,64,Indo-European,Germanic,5,503
1373,2975,german43,german43,"bingerbruk, germany",german,french,71.0,female,11.0,academic,usa,53.0,64,Indo-European,Germanic,5,503
1374,2983,german44,german44,"munich, germany",german,none,22.0,male,8.0,academic,usa,2.0,64,Indo-European,Germanic,5,503
1375,3003,german45,german45,"mannheim, germany",german,french,21.0,female,8.0,academic,usa,7.0,64,Indo-European,Germanic,5,503
1376,195,greek1,greek1,"athens, greece",greek,none,19.0,male,9.0,academic,usa,0.25,65,Indo-European,Greek,5,504
1377,196,greek2,greek2,"athens, greece",greek,french,26.0,female,9.0,academic,usa,1.5,65,Indo-European,Greek,5,504
1378,197,greek3,greek3,"karprenici, greece",greek,none,37.0,female,15.0,academic,usa,22.0,65,Indo-European,Greek,5,504
1379,570,greek4,greek4,"ioannina, greece",greek,german,37.0,male,7.0,academic,,0.0,65,Indo-European,Greek,5,504
1380,621,greek5,greek5,"nicosia, cyprus",greek,none,51.0,male,25.0,academic,usa,29.0,65,Indo-European,Greek,5,504
1381,813,greek6,greek6,"igoumenitsa, greece",greek,none,62.0,female,12.0,academic,usa,44.0,65,Indo-European,Greek,5,504
1382,1102,greek7,greek7,"athens, greece",greek,french,18.0,male,4.0,naturalistic,uk,0.25,65,Indo-European,Greek,5,504
1383,1415,greek8,greek8,"athens, greece",greek,french,37.0,male,3.0,academic,uk,0.2,65,Indo-European,Greek,5,504
1384,1418,greek9,greek9,"athens, greece",greek,spanish french portuguese,23.0,female,6.0,academic,,0.0,65,Indo-European,Greek,5,504
1385,1620,greek10,greek10,"nicosia, cyprus",greek,none,58.0,male,14.0,academic,usa,29.0,65,Indo-European,Greek,5,504
1386,1634,greek11,greek11,"athens, greece",greek,spanish,21.0,female,3.0,naturalistic,usa,20.0,65,Indo-European,Greek,5,504
1387,1712,greek12,greek12,"bethlehem, pennsylvania, usa",greek,none,24.0,male,4.0,naturalistic,usa,20.0,65,Indo-European,Greek,5,504
1388,1804,greek13,greek13,"vlore, albania",greek,albanian,23.0,female,6.0,academic,usa,13.0,65,Indo-European,Greek,5,504
1389,1816,greek14,greek14,"lancaster, pennsylvania, usa",greek,french,22.0,female,3.0,naturalistic,usa,22.0,65,Indo-European,Greek,5,504
1390,1839,greek15,greek15,"jerusalem, israel",greek,french hebrew arabic,81.0,female,8.0,academic,usa,6.0,65,Indo-European,Greek,5,504
1391,2745,greek16,greek16,"paros, greece",greek,german spanish turkish,61.0,male,7.0,academic,usa,18.0,65,Indo-European,Greek,5,504
1392,2746,greek17,greek17,"mantoudi, greece",greek,romanian spanish,55.0,female,9.0,academic,usa,2.0,65,Indo-European,Greek,5,504
1393,198,gujarati1,gujarati1,"ahmedabad, india",gujarati,hindi-urdu,20.0,male,15.0,academic,usa,0.5,66,Indo-European,Indo-Iranian,5,505
1394,199,gujarati2,gujarati2,"bombay, india",gujarati,hindi-urdu sanskrit punjabi,22.0,male,8.0,academic,usa,0.3,66,Indo-European,Indo-Iranian,5,505
1395,200,gujarati3,gujarati3,"limerick, ireland",gujarati,hindi-urdu,28.0,female,2.0,naturalistic,"india,usa,ireland",3.0,66,Indo-European,Indo-Iranian,5,505
1396,610,gujarati4,gujarati4,"ahmedabad, india",gujarati,hindi,53.0,female,16.0,academic,usa,22.0,66,Indo-European,Indo-Iranian,5,505
1397,1016,gujarati5,gujarati5,"bombay, india",gujarati,hindi marathi urdu,28.0,female,3.0,academic,usa,4.0,66,Indo-European,Indo-Iranian,5,505
1398,1143,gujarati6,gujarati6,"kutch, gujarat, india",gujarati,kutchi hindi,29.0,male,5.0,naturalistic,"india,usa",23.0,66,Indo-European,Indo-Iranian,5,505
1399,1504,gujarati7,gujarati7,"hyderabad, india",gujarati,hindi kannada,40.0,female,4.0,academic,usa,16.0,66,Indo-European,Indo-Iranian,5,505
1400,1678,gujarati8,gujarati8,"ahmedabad, india",gujarati,hindi spanish,27.0,female,7.0,academic,usa,20.0,66,Indo-European,Indo-Iranian,5,505
1401,2041,gujarati9,gujarati9,"surat, india",gujarati,hindi sanskrit,19.0,male,9.0,academic,usa,1.5,66,Indo-European,Indo-Iranian,5,505
1402,2292,gujarati10,gujarati10,"bombay, india",gujarati,hindi marathi,24.0,male,7.0,naturalistic,usa,5.5,66,Indo-European,Indo-Iranian,5,505
1403,2301,gujarati11,gujarati11,"jamnagar, gujarat, india",gujarati,hindi,25.0,male,7.0,academic,usa,0.2,66,Indo-European,Indo-Iranian,5,505
1404,2357,gujarati12,gujarati12,"rajkot, gujarat, india",gujarati,hindi,23.0,female,5.0,academic,usa,0.2,66,Indo-European,Indo-Iranian,5,505
1405,2409,gujarati13,gujarati13,"bombay, maharashtra, india",gujarati,hindi marathi,25.0,female,5.0,academic,usa,2.0,66,Indo-European,Indo-Iranian,5,505
1406,2416,gujarati14,gujarati14,"bombay, india",gujarati,hindi marathi,23.0,male,3.0,naturalistic,usa,1.0,66,Indo-European,Indo-Iranian,5,505
1407,2498,gujarati15,gujarati15,"rajkot, india",gujarati,hindi german,20.0,female,3.0,academic,usa,2.0,66,Indo-European,Indo-Iranian,5,505
1408,2558,gujarati16,gujarati16,"bombay, india",gujarati,hindi,20.0,female,3.0,academic,singapore,20.0,66,Indo-European,Indo-Iranian,5,505
1409,2824,gujarati17,gujarati17,"bombay, india",gujarati,hindi,50.0,female,16.0,academic,usa,30.0,66,Indo-European,Indo-Iranian,5,505
1425,1034,hausa1,hausa1,"kano, nigeria",hausa,arabic french,49.0,male,7.0,academic,"nigeria, usa",28.0,72,Afro-Asiatic,Chadic,1,101
1426,1035,hausa2,hausa2,"bauchi, nigeria",hausa,none,46.0,male,10.0,academic,"nigeria, usa",46.0,72,Afro-Asiatic,Chadic,1,101
1427,1036,hausa3,hausa3,"malumfashi, nigeria",hausa,none,47.0,female,6.0,academic,"nigeria, usa",47.0,72,Afro-Asiatic,Chadic,1,101
1428,1039,hausa4,hausa4,"kano, nigeria",hausa,none,62.0,male,10.0,academic,"nigeria, uk, usa",62.0,72,Afro-Asiatic,Chadic,1,101
1429,1047,hausa5,hausa5,"maine, niger",hausa,zarma fulani french,43.0,female,12.0,academic,"niger, usa",13.5,72,Afro-Asiatic,Chadic,1,101
1430,1048,hausa6,hausa6,"kano, nigeria",hausa,none,48.0,male,6.0,academic,"nigeria, usa",48.0,72,Afro-Asiatic,Chadic,1,101
1431,1050,hausa7,hausa7,"sokoto, nigeria",hausa,serbian,52.0,male,7.0,academic,"nigeria, usa",52.0,72,Afro-Asiatic,Chadic,1,101
1432,1136,hausa8,hausa8,"katsina, nigeria",hausa,arabic fulani,30.0,male,7.0,academic,usa,4.0,72,Afro-Asiatic,Chadic,1,101
1433,1408,hausa9,hausa9,"kaltungo, gombe, nigeria",hausa,tangale,43.0,male,5.0,naturalistic,"nigeria, uk, usa",43.0,72,Afro-Asiatic,Chadic,1,101
1434,2580,hausa10,hausa10,"kaduna, nigeria",hausa,fulani yoruba igbo,29.0,female,3.0,academic,,0.0,72,Afro-Asiatic,Chadic,1,101
1437,202,hebrew1,hebrew1,"yehud, israel",hebrew,none,23.0,male,10.0,academic,,0.0,74,Afro-Asiatic,Semitic,1,102
1438,203,hebrew2,hebrew2,"jerusalem, israel",hebrew,none,24.0,male,10.0,academic,,0.0,74,Afro-Asiatic,Semitic,1,102
1439,204,hebrew3,hebrew3,"haifa, israel",hebrew,none,33.0,male,8.0,academic,usa,1.5,74,Afro-Asiatic,Semitic,1,102
1440,205,hebrew4,hebrew4,"haifa, israel",hebrew,spanish,20.0,female,9.0,academic,canada,0.5,74,Afro-Asiatic,Semitic,1,102
1441,206,hebrew5,hebrew5,"netanya, israel",hebrew,none,23.0,male,10.0,academic,usa,3.0,74,Afro-Asiatic,Semitic,1,102
1442,411,hebrew6,hebrew6,"rishon, israel",hebrew,french spanish german,33.0,female,9.0,academic,,0.0,74,Afro-Asiatic,Semitic,1,102
1443,941,hebrew7,hebrew7,"jerusalem, israel",hebrew,none,52.0,male,12.0,naturalistic,usa,40.0,74,Afro-Asiatic,Semitic,1,102
1444,1074,hebrew8,hebrew8,"jerusalem, israel",hebrew,italian spanish french,28.0,male,7.0,naturalistic,,0.0,74,Afro-Asiatic,Semitic,1,102
1445,1725,hebrew9,hebrew9,"petah-tiqwa, israel",hebrew,none,23.0,male,4.0,naturalistic,usa,22.0,74,Afro-Asiatic,Semitic,1,102
1446,2768,hebrew10,hebrew10,"tel aviv, israel",hebrew,german,52.0,female,10.0,academic,"uk, usa",22.0,74,Afro-Asiatic,Semitic,1,102
1447,2840,hebrew11,hebrew11,"jerusalem, israel",hebrew,spanish,26.0,female,9.0,academic,usa,0.9,74,Afro-Asiatic,Semitic,1,102
1450,207,hindi1,hindi1,"nagpur, maharashtra, india",hindi,marathi punjabi,27.0,male,2.0,academic,"uk,usa",3.5,76,Indo-European,Indo-Iranian,5,505
1451,587,hindi2,hindi2,"hyderabad, india",hindi,french,31.0,male,3.0,academic,"usa, canada",8.0,76,Indo-European,Indo-Iranian,5,505
1452,593,hindi3,hindi3,"jalandhar, india",hindi,punjabi urdu,42.0,male,5.0,academic,usa,25.0,76,Indo-European,Indo-Iranian,5,505
1453,765,hindi4,hindi4,"bhilwara, rajisthan, india",hindi,rajasthani gujarati punjabi tamil telugu,28.0,female,14.0,academic,usa,2.0,76,Indo-European,Indo-Iranian,5,505
1454,845,hindi5,hindi5,"hubballi, karnataka, india",hindi,sanskrit pali,64.0,female,10.0,academic,usa,40.0,76,Indo-European,Indo-Iranian,5,505
1455,866,hindi6,hindi6,"new delhi, india",hindi,punjabi,27.0,female,4.0,academic,usa,1.0,76,Indo-European,Indo-Iranian,5,505
1456,867,hindi7,hindi7,"allahabad, utter pardesh, india",hindi,bengali urdu,60.0,female,5.0,academic,usa,30.0,76,Indo-European,Indo-Iranian,5,505
1457,910,hindi8,hindi8,"imphal, india",hindi,punjabi,19.0,male,8.0,academic,usa,0.75,76,Indo-European,Indo-Iranian,5,505
1458,1017,hindi9,hindi9,"durgapur, west bengal, india",hindi,bengali,31.0,male,4.0,academic,usa,8.0,76,Indo-European,Indo-Iranian,5,505
1459,1202,hindi10,hindi10,"new delhi, india",hindi,french,19.0,female,10.5,naturalistic,usa,8.0,76,Indo-European,Indo-Iranian,5,505
1460,1437,hindi11,hindi11,"chandigarh, india",hindi,punjabi,20.0,male,4.0,academic,usa,7.0,76,Indo-European,Indo-Iranian,5,505
1461,1440,hindi12,hindi12,"allahabad, india",hindi,none,25.0,female,4.0,academic,usa,4.0,76,Indo-European,Indo-Iranian,5,505
1462,1633,hindi13,hindi13,"jaipur, india",hindi,rajasthani garhwali,43.0,female,13.0,academic,usa,0.1,76,Indo-European,Indo-Iranian,5,505
1463,1697,hindi14,hindi14,"new delhi, india",hindi,none,53.0,male,12.0,academic,usa,25.0,76,Indo-European,Indo-Iranian,5,505
1464,1794,hindi15,hindi15,"new delhi, india",hindi,german,23.0,female,1.0,naturalistic,usa,1.0,76,Indo-European,Indo-Iranian,5,505
1465,1966,hindi16,hindi16,"new delhi, india",hindi,russian,25.0,male,5.0,academic,usa,4.0,76,Indo-European,Indo-Iranian,5,505
1466,1988,hindi17,hindi17,"new delhi, india",hindi,none,47.0,female,3.0,academic,usa,24.0,76,Indo-European,Indo-Iranian,5,505
1467,2125,hindi18,hindi18,"new delhi, india",hindi,punjabi gujarati sanskrit,21.0,female,5.0,academic,usa,0.4,76,Indo-European,Indo-Iranian,5,505
1468,2206,hindi19,hindi19,"irving, texas, usa",hindi,german japanese latin old english,19.0,male,0.0,naturalistic,usa,19.0,76,Indo-European,Indo-Iranian,5,505
1469,2209,hindi20,hindi20,"hazaribagh, jharkhand, india",hindi,punjabi kannada,27.0,male,4.0,academic,usa,0.1,76,Indo-European,Indo-Iranian,5,505
1470,2236,hindi21,hindi21,"faridabad, haryana, india",hindi,none,26.0,male,4.0,academic,usa,1.0,76,Indo-European,Indo-Iranian,5,505
1471,2242,hindi22,hindi22,"meerut, uttar pradesh, india",hindi,none,28.0,male,5.0,academic,usa,1.0,76,Indo-European,Indo-Iranian,5,505
1472,2303,hindi23,hindi23,"raj nagar, rajasthan, india",hindi,marathi gujarati,25.0,male,3.0,academic,usa,0.3,76,Indo-European,Indo-Iranian,5,505
1473,2352,hindi24,hindi24,"jamshedpur, jharkhand, india",hindi,none,23.0,female,2.0,naturalistic,usa,0.5,76,Indo-European,Indo-Iranian,5,505
1474,2353,hindi25,hindi25,"pune, maharashtra, india",hindi,marathi,24.0,male,6.0,academic,usa,1.0,76,Indo-European,Indo-Iranian,5,505
1475,2354,hindi26,hindi26,"kolkata, west bengal, india",hindi,bengali punjabi,25.0,male,6.0,academic,usa,0.6,76,Indo-European,Indo-Iranian,5,505
1476,2356,hindi27,hindi27,"surat, gujarat, india",hindi,gujarati french marwari,22.0,male,5.0,academic,usa,0.3,76,Indo-European,Indo-Iranian,5,505
1477,2366,hindi28,hindi28,"patna, india",hindi,none,21.0,male,5.0,academic,,0.0,76,Indo-European,Indo-Iranian,5,505
1478,2459,hindi29,hindi29,"chennai, tamil nadu, india",hindi,telugu kannada gujarati,24.0,male,3.0,academic,usa,0.5,76,Indo-European,Indo-Iranian,5,505
1479,2478,hindi30,hindi30,"ludhiana, india",hindi,urdu punjabi,37.0,female,5.0,academic,usa,2.5,76,Indo-European,Indo-Iranian,5,505
1480,2609,hindi31,hindi31,"rajkot, gujarat, india",hindi,gujarati,36.0,female,5.0,academic,usa,13.0,76,Indo-European,Indo-Iranian,5,505
1481,2703,hindi32,hindi32,"new delhi, india",hindi,none,27.0,female,9.0,academic,usa,1.0,76,Indo-European,Indo-Iranian,5,505
1482,2764,hindi33,hindi33,"hyderabad, india",hindi,telugu arabic french greek sanskrit,44.0,female,6.0,naturalistic,"uk, canada, usa",30.0,76,Indo-European,Indo-Iranian,5,505
1483,2937,hindi34,hindi34,"pune, india",hindi,tamil marathi,29.0,male,5.0,academic,,0.0,76,Indo-European,Indo-Iranian,5,505
1488,209,hungarian1,hungarian1,"cegled, hungary",hungarian,none,22.5,female,20.0,academic,"uk,usa",1.5,80,Uralic,Uralic,14,1402
1489,210,hungarian2,hungarian2,"clug, romania",hungarian,romanian german,22.0,female,8.0,academic,usa,1.0,80,Uralic,Uralic,14,1402
1490,211,hungarian3,hungarian3,"brasov, romania",hungarian,romanian,34.0,male,8.0,academic,usa,5.0,80,Uralic,Uralic,14,1402
1491,594,hungarian4,hungarian4,"szeged, hungary",hungarian,german french spanish,26.0,male,5.0,academic,usa,6.0,80,Uralic,Uralic,14,1402
1492,846,hungarian5,hungarian5,"budapest, hungary",hungarian,french,29.0,female,27.0,academic,usa,2.0,80,Uralic,Uralic,14,1402
1493,880,hungarian6,hungarian6,"budapest, hungary",hungarian,russian french german,38.0,female,14.0,academic,"usa,uk",7.0,80,Uralic,Uralic,14,1402
1494,1139,hungarian7,hungarian7,"budapest, hungary",hungarian,german,57.0,female,17.0,naturalistic,usa,40.0,80,Uralic,Uralic,14,1402
1495,1298,hungarian8,hungarian8,"pinkoc, hungary",hungarian,none,86.0,female,86.0,naturalistic,,0.0,80,Uralic,Uralic,14,1402
1496,2018,hungarian9,hungarian9,"budapest, hungary",hungarian,spanish german french,73.0,male,15.0,academic,usa,58.0,80,Uralic,Uralic,14,1402
1497,2429,hungarian10,hungarian10,"szeged, hungary",hungarian,italian,68.0,female,40.0,academic,usa,35.0,80,Uralic,Uralic,14,1402
1498,2610,hungarian11,hungarian11,"tolcsva, borsod, hungary",hungarian,none,58.0,female,14.0,academic,"usa, uk",2.0,80,Uralic,Uralic,14,1402
1499,2755,hungarian12,hungarian12,"szeged, hungary",hungarian,spanish,22.0,female,10.0,academic,,0.0,80,Uralic,Uralic,14,1402
1500,2757,hungarian13,hungarian13,"miskolc, hungary",hungarian,german,27.0,female,10.0,academic,,0.0,80,Uralic,Uralic,14,1402
1512,213,indonesian1,indonesian1,"jakarta, indonesia",indonesian,none,31.0,male,13.0,academic,usa,11.0,85,Austronesian,Malayo-Polynesian,3,301
1513,214,indonesian2,indonesian2,"jakarta, indonesia",indonesian,dutch german swedish,18.0,male,13.0,academic,canada,2.5,85,Austronesian,Malayo-Polynesian,3,301
1514,215,indonesian3,indonesian3,"jakarta, indonesia",indonesian,none,32.0,female,13.0,academic,usa,0.6,85,Austronesian,Malayo-Polynesian,3,301
1515,216,indonesian4,indonesian4,"jakarta, indonesia",indonesian,javanese sundanese spanish mandarin japanese,30.0,female,10.0,academic,usa,6.5,85,Austronesian,Malayo-Polynesian,3,301
1516,1054,indonesian5,indonesian5,"jakarta, indonesia",indonesian,malay,29.0,male,7.0,academic,"new zealand, usa",5.0,85,Austronesian,Malayo-Polynesian,3,301
1517,1309,indonesian6,indonesian6,"jakarta, indonesia",indonesian,javanese,20.0,male,8.0,academic,usa,2.5,85,Austronesian,Malayo-Polynesian,3,301
1518,1496,indonesian7,indonesian7,"kediri, java, indonesia",indonesian,tagalog arabic malay,45.0,female,12.0,academic,usa,8.0,85,Austronesian,Malayo-Polynesian,3,301
1519,1775,indonesian8,indonesian8,"jakarta, indonesia",indonesian,spanish,32.0,male,14.0,academic,"singapore, usa",9.5,85,Austronesian,Malayo-Polynesian,3,301
1520,2398,indonesian9,indonesian9,"sumatera, indonesia",indonesian,none,35.0,male,9.0,academic,usa,23.0,85,Austronesian,Malayo-Polynesian,3,301
1521,2551,indonesian10,indonesian10,"banda aceh, indonesia",indonesian,arabic aceh,25.0,female,12.0,academic,australia,0.8,85,Austronesian,Malayo-Polynesian,3,301
1522,2552,indonesian11,indonesian11,"ambon, indonesia",indonesian,japanese malay,26.0,male,9.0,naturalistic,australia,1.2,85,Austronesian,Malayo-Polynesian,3,301
1523,2561,indonesian12,indonesian12,"kupang, indonesia",indonesian,hawu,28.0,male,9.0,naturalistic,australia,0.9,85,Austronesian,Malayo-Polynesian,3,301
1524,2751,indonesian13,indonesian13,"jakarta, indonesia",indonesian,spanish german,48.0,female,10.0,academic,"singapore, usa",12.0,85,Austronesian,Malayo-Polynesian,3,301
1525,2961,indonesian14,indonesian14,"jakarta, indonesian",indonesian,none,29.0,female,13.0,academic,,0.0,85,Austronesian,Malayo-Polynesian,3,301
1527,217,italian1,italian1,"carbonia, italy",italian,french,29.0,female,22.0,academic,usa,3.5,87,Indo-European,Italic,5,506
1528,218,italian2,italian2,"caltanissetta, sicily, italy",italian,latin french spanish,46.0,male,18.0,academic,usa,0.3,87,Indo-European,Italic,5,506
1529,219,italian3,italian3,"florence, italy",italian,french japanese,55.0,male,21.0,academic,usa,34.0,87,Indo-European,Italic,5,506
1530,220,italian4,italian4,"cremona, italy",italian,none,47.0,female,11.0,academic,usa,0.2,87,Indo-European,Italic,5,506
1531,440,italian5,italian5,"vicenza, veneto, italy",italian,spanish,52.0,male,25.0,academic,usa,3.5,87,Indo-European,Italic,5,506
