speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
1397;gujarati4 time stretch;gujarati4 time stretch;ahmedabad, india;gujarati;hindi;53;female;16;academic;usa;22;16;Indo-European;Indo-Iranian;5;505
1397;gujarati4 pitch scale;gujarati4 pitch scale;ahmedabad, india;gujarati;hindi;53;female;16;academic;usa;22;16;Indo-European;Indo-Iranian;5;505
1397;gujarati4 random gain;gujarati4 random gain;ahmedabad, india;gujarati;hindi;53;female;16;academic;usa;22;16;Indo-European;Indo-Iranian;5;505
1398;gujarati5;gujarati5;bombay, india;gujarati;hindi marathi urdu;28;female;3;academic;usa;4;16;Indo-European;Indo-Iranian;5;505
1398;gujarati5 white noise;gujarati5 white noise;bombay, india;gujarati;hindi marathi urdu;28;female;3;academic;usa;4;16;Indo-European;Indo-Iranian;5;505
1398;gujarati5 time stretch;gujarati5 time stretch;bombay, india;gujarati;hindi marathi urdu;28;female;3;academic;usa;4;16;Indo-European;Indo-Iranian;5;505
1398;gujarati5 pitch scale;gujarati5 pitch scale;bombay, india;gujarati;hindi marathi urdu;28;female;3;academic;usa;4;16;Indo-European;Indo-Iranian;5;505
1398;gujarati5 random gain;gujarati5 random gain;bombay, india;gujarati;hindi marathi urdu;28;female;3;academic;usa;4;16;Indo-European;Indo-Iranian;5;505
1399;gujarati6;gujarati6;kutch, gujarat, india;gujarati;kutchi hindi;29;male;5;naturalistic;india,usa;23;16;Indo-European;Indo-Iranian;5;505
1399;gujarati6 white noise;gujarati6 white noise;kutch, gujarat, india;gujarati;kutchi hindi;29;male;5;naturalistic;india,usa;23;16;Indo-European;Indo-Iranian;5;505
1399;gujarati6 time stretch;gujarati6 time stretch;kutch, gujarat, india;gujarati;kutchi hindi;29;male;5;naturalistic;india,usa;23;16;Indo-European;Indo-Iranian;5;505
1399;gujarati6 pitch scale;gujarati6 pitch scale;kutch, gujarat, india;gujarati;kutchi hindi;29;male;5;naturalistic;india,usa;23;16;Indo-European;Indo-Iranian;5;505
1399;gujarati6 random gain;gujarati6 random gain;kutch, gujarat, india;gujarati;kutchi hindi;29;male;5;naturalistic;india,usa;23;16;Indo-European;Indo-Iranian;5;505
1400;gujarati7;gujarati7;hyderabad, india;gujarati;hindi kannada;40;female;4;academic;usa;16;16;Indo-European;Indo-Iranian;5;505
1400;gujarati7 white noise;gujarati7 white noise;hyderabad, india;gujarati;hindi kannada;40;female;4;academic;usa;16;16;Indo-European;Indo-Iranian;5;505
1400;gujarati7 time stretch;gujarati7 time stretch;hyderabad, india;gujarati;hindi kannada;40;female;4;academic;usa;16;16;Indo-European;Indo-Iranian;5;505
1400;gujarati7 pitch scale;gujarati7 pitch scale;hyderabad, india;gujarati;hindi kannada;40;female;4;academic;usa;16;16;Indo-European;Indo-Iranian;5;505
1400;gujarati7 random gain;gujarati7 random gain;hyderabad, india;gujarati;hindi kannada;40;female;4;academic;usa;16;16;Indo-European;Indo-Iranian;5;505
1401;gujarati8;gujarati8;ahmedabad, india;gujarati;hindi spanish;27;female;7;academic;usa;20;16;Indo-European;Indo-Iranian;5;505
1401;gujarati8 white noise;gujarati8 white noise;ahmedabad, india;gujarati;hindi spanish;27;female;7;academic;usa;20;16;Indo-European;Indo-Iranian;5;505
1401;gujarati8 time stretch;gujarati8 time stretch;ahmedabad, india;gujarati;hindi spanish;27;female;7;academic;usa;20;16;Indo-European;Indo-Iranian;5;505
1401;gujarati8 pitch scale;gujarati8 pitch scale;ahmedabad, india;gujarati;hindi spanish;27;female;7;academic;usa;20;16;Indo-European;Indo-Iranian;5;505
1401;gujarati8 random gain;gujarati8 random gain;ahmedabad, india;gujarati;hindi spanish;27;female;7;academic;usa;20;16;Indo-European;Indo-Iranian;5;505
1402;gujarati9;gujarati9;surat, india;gujarati;hindi sanskrit;19;male;9;academic;usa;1.5;16;Indo-European;Indo-Iranian;5;505
1402;gujarati9 white noise;gujarati9 white noise;surat, india;gujarati;hindi sanskrit;19;male;9;academic;usa;1.5;16;Indo-European;Indo-Iranian;5;505
1402;gujarati9 time stretch;gujarati9 time stretch;surat, india;gujarati;hindi sanskrit;19;male;9;academic;usa;1.5;16;Indo-European;Indo-Iranian;5;505
1402;gujarati9 pitch scale;gujarati9 pitch scale;surat, india;gujarati;hindi sanskrit;19;male;9;academic;usa;1.5;16;Indo-European;Indo-Iranian;5;505
1402;gujarati9 random gain;gujarati9 random gain;surat, india;gujarati;hindi sanskrit;19;male;9;academic;usa;1.5;16;Indo-European;Indo-Iranian;5;505
1403;gujarati10;gujarati10;bombay, india;gujarati;hindi marathi;24;male;7;naturalistic;usa;5.5;16;Indo-European;Indo-Iranian;5;505
1403;gujarati10 white noise;gujarati10 white noise;bombay, india;gujarati;hindi marathi;24;male;7;naturalistic;usa;5.5;16;Indo-European;Indo-Iranian;5;505
1403;gujarati10 time stretch;gujarati10 time stretch;bombay, india;gujarati;hindi marathi;24;male;7;naturalistic;usa;5.5;16;Indo-European;Indo-Iranian;5;505
1403;gujarati10 pitch scale;gujarati10 pitch scale;bombay, india;gujarati;hindi marathi;24;male;7;naturalistic;usa;5.5;16;Indo-European;Indo-Iranian;5;505
1403;gujarati10 random gain;gujarati10 random gain;bombay, india;gujarati;hindi marathi;24;male;7;naturalistic;usa;5.5;16;Indo-European;Indo-Iranian;5;505
1404;gujarati11;gujarati11;jamnagar, gujarat, india;gujarati;hindi;25;male;7;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1404;gujarati11 white noise;gujarati11 white noise;jamnagar, gujarat, india;gujarati;hindi;25;male;7;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1404;gujarati11 time stretch;gujarati11 time stretch;jamnagar, gujarat, india;gujarati;hindi;25;male;7;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1404;gujarati11 pitch scale;gujarati11 pitch scale;jamnagar, gujarat, india;gujarati;hindi;25;male;7;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1404;gujarati11 random gain;gujarati11 random gain;jamnagar, gujarat, india;gujarati;hindi;25;male;7;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1405;gujarati12;gujarati12;rajkot, gujarat, india;gujarati;hindi;23;female;5;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1405;gujarati12 white noise;gujarati12 white noise;rajkot, gujarat, india;gujarati;hindi;23;female;5;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1405;gujarati12 time stretch;gujarati12 time stretch;rajkot, gujarat, india;gujarati;hindi;23;female;5;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1405;gujarati12 pitch scale;gujarati12 pitch scale;rajkot, gujarat, india;gujarati;hindi;23;female;5;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1405;gujarati12 random gain;gujarati12 random gain;rajkot, gujarat, india;gujarati;hindi;23;female;5;academic;usa;0.2;16;Indo-European;Indo-Iranian;5;505
1406;gujarati13;gujarati13;bombay, maharashtra, india;gujarati;hindi marathi;25;female;5;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1406;gujarati13 white noise;gujarati13 white noise;bombay, maharashtra, india;gujarati;hindi marathi;25;female;5;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1406;gujarati13 time stretch;gujarati13 time stretch;bombay, maharashtra, india;gujarati;hindi marathi;25;female;5;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1406;gujarati13 pitch scale;gujarati13 pitch scale;bombay, maharashtra, india;gujarati;hindi marathi;25;female;5;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1406;gujarati13 random gain;gujarati13 random gain;bombay, maharashtra, india;gujarati;hindi marathi;25;female;5;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1407;gujarati14;gujarati14;bombay, india;gujarati;hindi marathi;23;male;3;naturalistic;usa;1;16;Indo-European;Indo-Iranian;5;505
1407;gujarati14 white noise;gujarati14 white noise;bombay, india;gujarati;hindi marathi;23;male;3;naturalistic;usa;1;16;Indo-European;Indo-Iranian;5;505
1407;gujarati14 time stretch;gujarati14 time stretch;bombay, india;gujarati;hindi marathi;23;male;3;naturalistic;usa;1;16;Indo-European;Indo-Iranian;5;505
1407;gujarati14 pitch scale;gujarati14 pitch scale;bombay, india;gujarati;hindi marathi;23;male;3;naturalistic;usa;1;16;Indo-European;Indo-Iranian;5;505
1407;gujarati14 random gain;gujarati14 random gain;bombay, india;gujarati;hindi marathi;23;male;3;naturalistic;usa;1;16;Indo-European;Indo-Iranian;5;505
1408;gujarati15;gujarati15;rajkot, india;gujarati;hindi german;20;female;3;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1408;gujarati15 white noise;gujarati15 white noise;rajkot, india;gujarati;hindi german;20;female;3;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1408;gujarati15 time stretch;gujarati15 time stretch;rajkot, india;gujarati;hindi german;20;female;3;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1408;gujarati15 pitch scale;gujarati15 pitch scale;rajkot, india;gujarati;hindi german;20;female;3;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1408;gujarati15 random gain;gujarati15 random gain;rajkot, india;gujarati;hindi german;20;female;3;academic;usa;2;16;Indo-European;Indo-Iranian;5;505
1409;gujarati16;gujarati16;bombay, india;gujarati;hindi;20;female;3;academic;singapore;20;16;Indo-European;Indo-Iranian;5;505
1409;gujarati16 white noise;gujarati16 white noise;bombay, india;gujarati;hindi;20;female;3;academic;singapore;20;16;Indo-European;Indo-Iranian;5;505
1409;gujarati16 time stretch;gujarati16 time stretch;bombay, india;gujarati;hindi;20;female;3;academic;singapore;20;16;Indo-European;Indo-Iranian;5;505
1409;gujarati16 pitch scale;gujarati16 pitch scale;bombay, india;gujarati;hindi;20;female;3;academic;singapore;20;16;Indo-European;Indo-Iranian;5;505
1409;gujarati16 random gain;gujarati16 random gain;bombay, india;gujarati;hindi;20;female;3;academic;singapore;20;16;Indo-European;Indo-Iranian;5;505
1410;gujarati17;gujarati17;bombay, india;gujarati;hindi;50;female;16;academic;usa;30;16;Indo-European;Indo-Iranian;5;505
1410;gujarati17 white noise;gujarati17 white noise;bombay, india;gujarati;hindi;50;female;16;academic;usa;30;16;Indo-European;Indo-Iranian;5;505
1410;gujarati17 time stretch;gujarati17 time stretch;bombay, india;gujarati;hindi;50;female;16;academic;usa;30;16;Indo-European;Indo-Iranian;5;505
1410;gujarati17 pitch scale;gujarati17 pitch scale;bombay, india;gujarati;hindi;50;female;16;academic;usa;30;16;Indo-European;Indo-Iranian;5;505
1410;gujarati17 random gain;gujarati17 random gain;bombay, india;gujarati;hindi;50;female;16;academic;usa;30;16;Indo-European;Indo-Iranian;5;505
1428;hausa3;hausa3;malumfashi, nigeria;hausa;none;47;female;6;academic;nigeria, usa;47;17;Afro-Asiatic;Chadic;1;101
1428;hausa3 white noise;hausa3 white noise;malumfashi, nigeria;hausa;none;47;female;6;academic;nigeria, usa;47;17;Afro-Asiatic;Chadic;1;101
1428;hausa3 time stretch;hausa3 time stretch;malumfashi, nigeria;hausa;none;47;female;6;academic;nigeria, usa;47;17;Afro-Asiatic;Chadic;1;101
1428;hausa3 pitch scale;hausa3 pitch scale;malumfashi, nigeria;hausa;none;47;female;6;academic;nigeria, usa;47;17;Afro-Asiatic;Chadic;1;101
1428;hausa3 random gain;hausa3 random gain;malumfashi, nigeria;hausa;none;47;female;6;academic;nigeria, usa;47;17;Afro-Asiatic;Chadic;1;101
1429;hausa4;hausa4;kano, nigeria;hausa;none;62;male;10;academic;nigeria, uk, usa;62;17;Afro-Asiatic;Chadic;1;101
1429;hausa4 white noise;hausa4 white noise;kano, nigeria;hausa;none;62;male;10;academic;nigeria, uk, usa;62;17;Afro-Asiatic;Chadic;1;101
1429;hausa4 time stretch;hausa4 time stretch;kano, nigeria;hausa;none;62;male;10;academic;nigeria, uk, usa;62;17;Afro-Asiatic;Chadic;1;101
1429;hausa4 pitch scale;hausa4 pitch scale;kano, nigeria;hausa;none;62;male;10;academic;nigeria, uk, usa;62;17;Afro-Asiatic;Chadic;1;101
1429;hausa4 random gain;hausa4 random gain;kano, nigeria;hausa;none;62;male;10;academic;nigeria, uk, usa;62;17;Afro-Asiatic;Chadic;1;101
1430;hausa5;hausa5;maine, niger;hausa;zarma fulani french;43;female;12;academic;niger, usa;13.5;17;Afro-Asiatic;Chadic;1;101
1430;hausa5 white noise;hausa5 white noise;maine, niger;hausa;zarma fulani french;43;female;12;academic;niger, usa;13.5;17;Afro-Asiatic;Chadic;1;101
1430;hausa5 time stretch;hausa5 time stretch;maine, niger;hausa;zarma fulani french;43;female;12;academic;niger, usa;13.5;17;Afro-Asiatic;Chadic;1;101
1430;hausa5 pitch scale;hausa5 pitch scale;maine, niger;hausa;zarma fulani french;43;female;12;academic;niger, usa;13.5;17;Afro-Asiatic;Chadic;1;101
1430;hausa5 random gain;hausa5 random gain;maine, niger;hausa;zarma fulani french;43;female;12;academic;niger, usa;13.5;17;Afro-Asiatic;Chadic;1;101
1431;hausa6;hausa6;kano, nigeria;hausa;none;48;male;6;academic;nigeria, usa;48;17;Afro-Asiatic;Chadic;1;101
1431;hausa6 white noise;hausa6 white noise;kano, nigeria;hausa;none;48;male;6;academic;nigeria, usa;48;17;Afro-Asiatic;Chadic;1;101
1431;hausa6 time stretch;hausa6 time stretch;kano, nigeria;hausa;none;48;male;6;academic;nigeria, usa;48;17;Afro-Asiatic;Chadic;1;101
1431;hausa6 pitch scale;hausa6 pitch scale;kano, nigeria;hausa;none;48;male;6;academic;nigeria, usa;48;17;Afro-Asiatic;Chadic;1;101
1431;hausa6 random gain;hausa6 random gain;kano, nigeria;hausa;none;48;male;6;academic;nigeria, usa;48;17;Afro-Asiatic;Chadic;1;101
1432;hausa7;hausa7;sokoto, nigeria;hausa;serbian;52;male;7;academic;nigeria, usa;52;17;Afro-Asiatic;Chadic;1;101
1432;hausa7 white noise;hausa7 white noise;sokoto, nigeria;hausa;serbian;52;male;7;academic;nigeria, usa;52;17;Afro-Asiatic;Chadic;1;101
1432;hausa7 time stretch;hausa7 time stretch;sokoto, nigeria;hausa;serbian;52;male;7;academic;nigeria, usa;52;17;Afro-Asiatic;Chadic;1;101
1432;hausa7 pitch scale;hausa7 pitch scale;sokoto, nigeria;hausa;serbian;52;male;7;academic;nigeria, usa;52;17;Afro-Asiatic;Chadic;1;101
1432;hausa7 random gain;hausa7 random gain;sokoto, nigeria;hausa;serbian;52;male;7;academic;nigeria, usa;52;17;Afro-Asiatic;Chadic;1;101
1433;hausa8;hausa8;katsina, nigeria;hausa;arabic fulani;30;male;7;academic;usa;4;17;Afro-Asiatic;Chadic;1;101
1433;hausa8 white noise;hausa8 white noise;katsina, nigeria;hausa;arabic fulani;30;male;7;academic;usa;4;17;Afro-Asiatic;Chadic;1;101
1433;hausa8 time stretch;hausa8 time stretch;katsina, nigeria;hausa;arabic fulani;30;male;7;academic;usa;4;17;Afro-Asiatic;Chadic;1;101
1433;hausa8 pitch scale;hausa8 pitch scale;katsina, nigeria;hausa;arabic fulani;30;male;7;academic;usa;4;17;Afro-Asiatic;Chadic;1;101
1433;hausa8 random gain;hausa8 random gain;katsina, nigeria;hausa;arabic fulani;30;male;7;academic;usa;4;17;Afro-Asiatic;Chadic;1;101
1434;hausa9;hausa9;kaltungo, gombe, nigeria;hausa;tangale;43;male;5;naturalistic;nigeria, uk, usa;43;17;Afro-Asiatic;Chadic;1;101
1434;hausa9 white noise;hausa9 white noise;kaltungo, gombe, nigeria;hausa;tangale;43;male;5;naturalistic;nigeria, uk, usa;43;17;Afro-Asiatic;Chadic;1;101
1434;hausa9 time stretch;hausa9 time stretch;kaltungo, gombe, nigeria;hausa;tangale;43;male;5;naturalistic;nigeria, uk, usa;43;17;Afro-Asiatic;Chadic;1;101
1434;hausa9 pitch scale;hausa9 pitch scale;kaltungo, gombe, nigeria;hausa;tangale;43;male;5;naturalistic;nigeria, uk, usa;43;17;Afro-Asiatic;Chadic;1;101
1434;hausa9 random gain;hausa9 random gain;kaltungo, gombe, nigeria;hausa;tangale;43;male;5;naturalistic;nigeria, uk, usa;43;17;Afro-Asiatic;Chadic;1;101
1435;hausa10;hausa10;kaduna, nigeria;hausa;fulani yoruba igbo;29;female;3;academic;;0;17;Afro-Asiatic;Chadic;1;101
1435;hausa10 white noise;hausa10 white noise;kaduna, nigeria;hausa;fulani yoruba igbo;29;female;3;academic;;0;17;Afro-Asiatic;Chadic;1;101
1435;hausa10 time stretch;hausa10 time stretch;kaduna, nigeria;hausa;fulani yoruba igbo;29;female;3;academic;;0;17;Afro-Asiatic;Chadic;1;101
1435;hausa10 pitch scale;hausa10 pitch scale;kaduna, nigeria;hausa;fulani yoruba igbo;29;female;3;academic;;0;17;Afro-Asiatic;Chadic;1;101
1435;hausa10 random gain;hausa10 random gain;kaduna, nigeria;hausa;fulani yoruba igbo;29;female;3;academic;;0;17;Afro-Asiatic;Chadic;1;101
1440;hebrew3;hebrew3;haifa, israel;hebrew;none;33;male;8;academic;usa;1.5;18;Afro-Asiatic;Semitic;1;102
1440;hebrew3 white noise;hebrew3 white noise;haifa, israel;hebrew;none;33;male;8;academic;usa;1.5;18;Afro-Asiatic;Semitic;1;102
1440;hebrew3 time stretch;hebrew3 time stretch;haifa, israel;hebrew;none;33;male;8;academic;usa;1.5;18;Afro-Asiatic;Semitic;1;102
1440;hebrew3 pitch scale;hebrew3 pitch scale;haifa, israel;hebrew;none;33;male;8;academic;usa;1.5;18;Afro-Asiatic;Semitic;1;102
1440;hebrew3 random gain;hebrew3 random gain;haifa, israel;hebrew;none;33;male;8;academic;usa;1.5;18;Afro-Asiatic;Semitic;1;102
1441;hebrew4;hebrew4;haifa, israel;hebrew;spanish;20;female;9;academic;canada;0.5;18;Afro-Asiatic;Semitic;1;102
1441;hebrew4 white noise;hebrew4 white noise;haifa, israel;hebrew;spanish;20;female;9;academic;canada;0.5;18;Afro-Asiatic;Semitic;1;102
1441;hebrew4 time stretch;hebrew4 time stretch;haifa, israel;hebrew;spanish;20;female;9;academic;canada;0.5;18;Afro-Asiatic;Semitic;1;102
1441;hebrew4 pitch scale;hebrew4 pitch scale;haifa, israel;hebrew;spanish;20;female;9;academic;canada;0.5;18;Afro-Asiatic;Semitic;1;102
1441;hebrew4 random gain;hebrew4 random gain;haifa, israel;hebrew;spanish;20;female;9;academic;canada;0.5;18;Afro-Asiatic;Semitic;1;102
1442;hebrew5;hebrew5;netanya, israel;hebrew;none;23;male;10;academic;usa;3;18;Afro-Asiatic;Semitic;1;102
1442;hebrew5 white noise;hebrew5 white noise;netanya, israel;hebrew;none;23;male;10;academic;usa;3;18;Afro-Asiatic;Semitic;1;102
1442;hebrew5 time stretch;hebrew5 time stretch;netanya, israel;hebrew;none;23;male;10;academic;usa;3;18;Afro-Asiatic;Semitic;1;102
1442;hebrew5 pitch scale;hebrew5 pitch scale;netanya, israel;hebrew;none;23;male;10;academic;usa;3;18;Afro-Asiatic;Semitic;1;102
1442;hebrew5 random gain;hebrew5 random gain;netanya, israel;hebrew;none;23;male;10;academic;usa;3;18;Afro-Asiatic;Semitic;1;102
1443;hebrew6;hebrew6;rishon, israel;hebrew;french spanish german;33;female;9;academic;;0;18;Afro-Asiatic;Semitic;1;102
1443;hebrew6 white noise;hebrew6 white noise;rishon, israel;hebrew;french spanish german;33;female;9;academic;;0;18;Afro-Asiatic;Semitic;1;102
1443;hebrew6 time stretch;hebrew6 time stretch;rishon, israel;hebrew;french spanish german;33;female;9;academic;;0;18;Afro-Asiatic;Semitic;1;102
1443;hebrew6 pitch scale;hebrew6 pitch scale;rishon, israel;hebrew;french spanish german;33;female;9;academic;;0;18;Afro-Asiatic;Semitic;1;102
1443;hebrew6 random gain;hebrew6 random gain;rishon, israel;hebrew;french spanish german;33;female;9;academic;;0;18;Afro-Asiatic;Semitic;1;102
1444;hebrew7;hebrew7;jerusalem, israel;hebrew;none;52;male;12;naturalistic;usa;40;18;Afro-Asiatic;Semitic;1;102
1444;hebrew7 white noise;hebrew7 white noise;jerusalem, israel;hebrew;none;52;male;12;naturalistic;usa;40;18;Afro-Asiatic;Semitic;1;102
1444;hebrew7 time stretch;hebrew7 time stretch;jerusalem, israel;hebrew;none;52;male;12;naturalistic;usa;40;18;Afro-Asiatic;Semitic;1;102
1444;hebrew7 pitch scale;hebrew7 pitch scale;jerusalem, israel;hebrew;none;52;male;12;naturalistic;usa;40;18;Afro-Asiatic;Semitic;1;102
1444;hebrew7 random gain;hebrew7 random gain;jerusalem, israel;hebrew;none;52;male;12;naturalistic;usa;40;18;Afro-Asiatic;Semitic;1;102
1445;hebrew8;hebrew8;jerusalem, israel;hebrew;italian spanish french;28;male;7;naturalistic;;0;18;Afro-Asiatic;Semitic;1;102
1445;hebrew8 white noise;hebrew8 white noise;jerusalem, israel;hebrew;italian spanish french;28;male;7;naturalistic;;0;18;Afro-Asiatic;Semitic;1;102
1445;hebrew8 time stretch;hebrew8 time stretch;jerusalem, israel;hebrew;italian spanish french;28;male;7;naturalistic;;0;18;Afro-Asiatic;Semitic;1;102
1445;hebrew8 pitch scale;hebrew8 pitch scale;jerusalem, israel;hebrew;italian spanish french;28;male;7;naturalistic;;0;18;Afro-Asiatic;Semitic;1;102
1445;hebrew8 random gain;hebrew8 random gain;jerusalem, israel;hebrew;italian spanish french;28;male;7;naturalistic;;0;18;Afro-Asiatic;Semitic;1;102
1446;hebrew9;hebrew9;petah-tiqwa, israel;hebrew;none;23;male;4;naturalistic;usa;22;18;Afro-Asiatic;Semitic;1;102
1446;hebrew9 white noise;hebrew9 white noise;petah-tiqwa, israel;hebrew;none;23;male;4;naturalistic;usa;22;18;Afro-Asiatic;Semitic;1;102
1446;hebrew9 time stretch;hebrew9 time stretch;petah-tiqwa, israel;hebrew;none;23;male;4;naturalistic;usa;22;18;Afro-Asiatic;Semitic;1;102
1446;hebrew9 pitch scale;hebrew9 pitch scale;petah-tiqwa, israel;hebrew;none;23;male;4;naturalistic;usa;22;18;Afro-Asiatic;Semitic;1;102
1446;hebrew9 random gain;hebrew9 random gain;petah-tiqwa, israel;hebrew;none;23;male;4;naturalistic;usa;22;18;Afro-Asiatic;Semitic;1;102
1447;hebrew10;hebrew10;tel aviv, israel;hebrew;german;52;female;10;academic;uk, usa;22;18;Afro-Asiatic;Semitic;1;102
1447;hebrew10 white noise;hebrew10 white noise;tel aviv, israel;hebrew;german;52;female;10;academic;uk, usa;22;18;Afro-Asiatic;Semitic;1;102
1447;hebrew10 time stretch;hebrew10 time stretch;tel aviv, israel;hebrew;german;52;female;10;academic;uk, usa;22;18;Afro-Asiatic;Semitic;1;102
1447;hebrew10 pitch scale;hebrew10 pitch scale;tel aviv, israel;hebrew;german;52;female;10;academic;uk, usa;22;18;Afro-Asiatic;Semitic;1;102
1447;hebrew10 random gain;hebrew10 random gain;tel aviv, israel;hebrew;german;52;female;10;academic;uk, usa;22;18;Afro-Asiatic;Semitic;1;102
1448;hebrew11;hebrew11;jerusalem, israel;hebrew;spanish;26;female;9;academic;usa;0.9;18;Afro-Asiatic;Semitic;1;102
1448;hebrew11 white noise;hebrew11 white noise;jerusalem, israel;hebrew;spanish;26;female;9;academic;usa;0.9;18;Afro-Asiatic;Semitic;1;102
1448;hebrew11 time stretch;hebrew11 time stretch;jerusalem, israel;hebrew;spanish;26;female;9;academic;usa;0.9;18;Afro-Asiatic;Semitic;1;102
1448;hebrew11 pitch scale;hebrew11 pitch scale;jerusalem, israel;hebrew;spanish;26;female;9;academic;usa;0.9;18;Afro-Asiatic;Semitic;1;102
1448;hebrew11 random gain;hebrew11 random gain;jerusalem, israel;hebrew;spanish;26;female;9;academic;usa;0.9;18;Afro-Asiatic;Semitic;1;102
1457;hindi7;hindi7;allahabad, utter pardesh, india;hindi;bengali urdu;60;female;5;academic;usa;30;19;Indo-European;Indo-Iranian;5;505
1457;hindi7 white noise;hindi7 white noise;allahabad, utter pardesh, india;hindi;bengali urdu;60;female;5;academic;usa;30;19;Indo-European;Indo-Iranian;5;505
1457;hindi7 time stretch;hindi7 time stretch;allahabad, utter pardesh, india;hindi;bengali urdu;60;female;5;academic;usa;30;19;Indo-European;Indo-Iranian;5;505
1457;hindi7 pitch scale;hindi7 pitch scale;allahabad, utter pardesh, india;hindi;bengali urdu;60;female;5;academic;usa;30;19;Indo-European;Indo-Iranian;5;505
1457;hindi7 random gain;hindi7 random gain;allahabad, utter pardesh, india;hindi;bengali urdu;60;female;5;academic;usa;30;19;Indo-European;Indo-Iranian;5;505
1458;hindi8;hindi8;imphal, india;hindi;punjabi;19;male;8;academic;usa;0.75;19;Indo-European;Indo-Iranian;5;505
1458;hindi8 white noise;hindi8 white noise;imphal, india;hindi;punjabi;19;male;8;academic;usa;0.75;19;Indo-European;Indo-Iranian;5;505
1458;hindi8 time stretch;hindi8 time stretch;imphal, india;hindi;punjabi;19;male;8;academic;usa;0.75;19;Indo-European;Indo-Iranian;5;505
1458;hindi8 pitch scale;hindi8 pitch scale;imphal, india;hindi;punjabi;19;male;8;academic;usa;0.75;19;Indo-European;Indo-Iranian;5;505
1458;hindi8 random gain;hindi8 random gain;imphal, india;hindi;punjabi;19;male;8;academic;usa;0.75;19;Indo-European;Indo-Iranian;5;505
1459;hindi9;hindi9;durgapur, west bengal, india;hindi;bengali;31;male;4;academic;usa;8;19;Indo-European;Indo-Iranian;5;505
1459;hindi9 white noise;hindi9 white noise;durgapur, west bengal, india;hindi;bengali;31;male;4;academic;usa;8;19;Indo-European;Indo-Iranian;5;505
1459;hindi9 time stretch;hindi9 time stretch;durgapur, west bengal, india;hindi;bengali;31;male;4;academic;usa;8;19;Indo-European;Indo-Iranian;5;505
1459;hindi9 pitch scale;hindi9 pitch scale;durgapur, west bengal, india;hindi;bengali;31;male;4;academic;usa;8;19;Indo-European;Indo-Iranian;5;505
1459;hindi9 random gain;hindi9 random gain;durgapur, west bengal, india;hindi;bengali;31;male;4;academic;usa;8;19;Indo-European;Indo-Iranian;5;505
1460;hindi10;hindi10;new delhi, india;hindi;french;19;female;10.5;naturalistic;usa;8;19;Indo-European;Indo-Iranian;5;505
1460;hindi10 white noise;hindi10 white noise;new delhi, india;hindi;french;19;female;10.5;naturalistic;usa;8;19;Indo-European;Indo-Iranian;5;505
1460;hindi10 time stretch;hindi10 time stretch;new delhi, india;hindi;french;19;female;10.5;naturalistic;usa;8;19;Indo-European;Indo-Iranian;5;505
1460;hindi10 pitch scale;hindi10 pitch scale;new delhi, india;hindi;french;19;female;10.5;naturalistic;usa;8;19;Indo-European;Indo-Iranian;5;505
1460;hindi10 random gain;hindi10 random gain;new delhi, india;hindi;french;19;female;10.5;naturalistic;usa;8;19;Indo-European;Indo-Iranian;5;505
1461;hindi11;hindi11;chandigarh, india;hindi;punjabi;20;male;4;academic;usa;7;19;Indo-European;Indo-Iranian;5;505
1461;hindi11 white noise;hindi11 white noise;chandigarh, india;hindi;punjabi;20;male;4;academic;usa;7;19;Indo-European;Indo-Iranian;5;505
1461;hindi11 time stretch;hindi11 time stretch;chandigarh, india;hindi;punjabi;20;male;4;academic;usa;7;19;Indo-European;Indo-Iranian;5;505
1461;hindi11 pitch scale;hindi11 pitch scale;chandigarh, india;hindi;punjabi;20;male;4;academic;usa;7;19;Indo-European;Indo-Iranian;5;505
1461;hindi11 random gain;hindi11 random gain;chandigarh, india;hindi;punjabi;20;male;4;academic;usa;7;19;Indo-European;Indo-Iranian;5;505
1462;hindi12;hindi12;allahabad, india;hindi;none;25;female;4;academic;usa;4;19;Indo-European;Indo-Iranian;5;505
